M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
1822.95272	3820.21631	3214.03308	3125.27776	2888.39459	3919.12222	-1087.46767	3943.28464	2434.41915	2434.41915	4095.03646	4531.93583	3614.65012	3614.65012	3950.47307	3950.47307	3622.77649	3064.42268	3064.42268	2651.24211	1966.68646	1966.68646	1097.52705	44.3701398
1877.80461	3854.69326	3257.96704	3310.05216	3091.88724	4140.6846	-896.638036	3983.72324	2485.98115	2485.98115	4136.6095	4593.88099	3665.11723	3665.11723	3994.8499	3994.8499	3683.51965	3111.49767	3111.49767	2706.76507	2014.6755	2014.6755	1134.47824	45.0916855
1929.60708	3890.13206	3290.21495	3459.07211	3250.11373	4280.13444	-729.851723	4005.57913	2536.19423	2536.19423	4167.40668	4650.99335	3710.74267	3710.74267	4019.96809	4019.96809	3737.03189	3148.11015	3148.11015	2750.51375	2061.21351	2061.21351	1171.92355	45.7623777
1979.58574	3921.06023	3313.89716	3607.89657	3345.83163	4355.93843	-575.188398	4025.2169	2576.38262	2576.38262	4182.24173	4682.74853	3748.95635	3748.95635	4044.37522	4044.37522	3774.70386	3175.13431	3175.13431	2783.98844	2100.58302	2100.58302	1209.24331	46.2453269
2026.24074	3937.74816	3329.24677	3735.71754	3403.66721	4367.90347	-425.961018	4035.2162	2612.03267	2612.03267	4184.73986	4701.9756	3770.45465	3770.45465	4065.76909	4065.76909	3796.32196	3202.17471	3202.17471	2818.10928	2141.16382	2141.16382	1242.61127	46.7164909
2072.03112	3937.53455	3335.69051	3854.37846	3441.84279	4342.13281	-285.278559	4031.49453	2644.6119	2644.6119	4176.43057	4718.74702	3778.04582	3778.04582	4072.5477	4072.5477	3814.75624	3228.70645	3228.70645	2843.53845	2183.38565	2183.38565	1273.39901	47.0314057
2114.63296	3937.46551	3343.88504	3958.956	3472.24474	4285.72297	-182.255507	4024.9192	2678.43947	2678.43947	4165.10268	4722.6646	3777.63423	3777.63423	4064.71726	4064.71726	3822.23116	3252.03756	3252.03756	2865.26718	2222.7497	2222.7497	1304.42131	47.3112209
2151.42556	3936.69515	3346.70447	4046.29707	3478.96695	4195.42789	-107.450485	4013.37948	2710.27933	2710.27933	4151.97652	4726.51698	3773.89515	3773.89515	4042.82005	4042.82005	3831.01193	3268.68684	3268.68684	2882.50772	2263.52907	2263.52907	1333.37756	47.4560341
2184.89317	3922.17373	3345.03246	4087.2252	3457.94678	4130.74613	-26.0430574	3994.34744	2736.46587	2736.46587	4127.46523	4725.93958	3763.88965	3763.88965	4019.71996	4019.71996	3840.44918	3285.24967	3285.24967	2890.07027	2303.2479	2303.2479	1362.17155	47.5989666
2217.47226	3904.29206	3341.56806	4131.07753	3445.81366	4085.46329	33.4787369	3967.6372	2759.03489	2759.03489	4101.14917	4708.41521	3742.5309	3742.5309	3993.51984	3993.51984	3842.16957	3298.33335	3298.33335	2896.0676	2339.43315	2339.43315	1388.1905	47.5794169
