M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
3541.39449	2817.68707	2765.56242	2032.56607	1234.77936	2992.39039	-319.052935	2316.79229	2333.41398	2333.41398	2903.11677	2994.46798	3150.82336	3150.82336	1682.07914	1682.07914	1134.07086	2015.34569	2015.34569	1610.32749	3792.59645	3792.59645	2425.0533	42.6045592
3930.94063	3191.12771	2995.8777	2738.63435	2176.36943	3103.95718	717.189312	2780.41577	2344.91018	2344.91018	3230.89862	3268.13747	3228.46186	3228.46186	1827.21433	1827.21433	1206.28647	2352.55371	2352.55371	2102.50139	4050.60476	4050.60476	2725.39379	46.2015154
1995.34708	2456.96456	2477.06496	-2653.90515	-3411.68821	-473.620296	-3775.97332	1434.64296	2055.86955	2055.86955	2650.91048	2303.5661	2665.37762	2665.37762	2175.01897	2175.01897	2750.87429	2290.09282	2290.09282	4802.21498	2140.50838	2140.50838	2223.37504	18.5714691
2008.16537	2468.78752	2518.00748	-1766.49272	-2846.37392	250.566006	-3577.739	1538.89123	2286.34135	2286.34135	2647.78834	2434.84239	2808.95026	2808.95026	2289.0317	2289.0317	2821.24618	2421.40509	2421.40509	4690.48072	2276.46891	2276.46891	2284.69102	18.9457228
2010.75069	2490.52762	2534.25019	-984.818339	-2232.37634	1009.75394	-3272.32242	1660.39805	2509.79643	2509.79643	2667.64798	2596.31101	2927.83724	2927.83724	2399.15266	2399.15266	2876.60922	2520.56123	2520.56123	4551.30511	2401.01954	2401.01954	2324.14284	19.2267306
2042.92483	2525.73938	2546.73198	-174.090862	-1523.02146	1869.64273	-3000.10204	1792.48083	2691.88605	2691.88605	2688.86806	2762.66362	2988.97664	2988.97664	2475.99351	2475.99351	2942.97472	2629.15283	2629.15283	4352.39539	2488.73509	2488.73509	2327.64028	20.1325969
2118.57902	2581.72408	2523.54854	421.762466	-798.199177	2728.69825	-2814.56053	1907.26996	2876.53399	2876.53399	2754.4033	2947.80428	3042.25049	3042.25049	2555.66293	2555.66293	3010.27727	2714.99293	2714.99293	4163.89537	2540.41187	2540.41187	2320.96287	21.5765785
2206.87166	2643.02251	2498.46708	937.445164	-50.4750013	3524.71352	-2530.20048	2035.0879	3028.53483	3028.53483	2768.97518	3095.77955	3045.83202	3045.83202	2642.42947	2642.42947	3068.57482	2763.54462	2763.54462	3991.03086	2573.45698	2573.45698	2339.99359	23.0162353
2249.81989	2681.36865	2430.74424	1252.84433	708.457232	4308.4681	-2367.00058	2170.31495	3122.66505	3122.66505	2762.88933	3184.30012	2981.52032	2981.52032	2711.44534	2711.44534	3076.25508	2807.90433	2807.90433	3770.54877	2631.14408	2631.14408	2364.9048	24.8479929
2254.52081	2683.67412	2354.82363	1519.63353	1383.19016	4863.83915	-2140.03205	2311.86035	3223.10211	3223.10211	2771.19331	3221.77412	2888.28231	2888.28231	2740.18931	2740.18931	3087.55552	2824.52676	2824.52676	3565.24753	2700.56061	2700.56061	2415.59953	26.667573
2289.15193	2721.05666	2262.2176	1754.24457	2103.21188	5433.79664	-1801.07594	2423.68032	3348.52105	3348.52105	2771.18977	3272.75371	2822.46795	2822.46795	2769.67207	2769.67207	3078.06251	2821.01634	2821.01634	3381.53223	2769.90486	2769.90486	2465.94833	28.2662411
2296.92616	2767.96466	2161.67152	1860.29196	2661.60846	5642.54642	-1500.4909	2525.94237	3446.86153	3446.86153	2732.25413	3278.28341	2707.66702	2707.66702	2794.87022	2794.87022	3087.00999	2775.61424	2775.61424	3224.69682	2797.53593	2797.53593	2538.20878	29.3570312
2321.46607	2768.45708	2099.27716	1834.81693	3019.59753	5654.92988	-1335.89745	2636.17338	3529.1148	3529.1148	2659.45876	3268.79984	2564.25931	2564.25931	2807.2874	2807.2874	3045.51308	2732.82474	2732.82474	3042.88631	2820.58056	2820.58056	2610.49697	30.3890944
2334.95484	2736.8273	2024.35527	1912.36973	3322.82066	5623.30723	-1219.22135	2747.88433	3567.59548	3567.59548	2579.42275	3201.86934	2421.05635	2421.05635	2796.45135	2796.45135	2977.60274	2666.34507	2666.34507	2894.56731	2803.04114	2803.04114	2708.80175	31.2961671
2311.63037	2727.02626	1990.57078	2036.50594	3602.30565	5471.62294	-1028.5151	2814.28582	3601.56231	3601.56231	2533.0293	3076.70945	2327.18961	2327.18961	2808.03946	2808.03946	2896.11835	2624.61448	2624.61448	2784.60685	2759.70139	2759.70139	2772.49622	32.1499907
2316.67575	2699.77196	2009.30866	2275.53725	3938.34114	5408.71024	-754.320621	2884.09624	3627.36618	3627.36618	2513.50852	2971.02593	2251.21928	2251.21928	2806.13555	2806.13555	2812.38574	2607.42823	2607.42823	2667.12988	2752.4395	2752.4395	2833.86959	33.1163626
2315.81186	2676.88459	1996.00341	2457.84163	4105.61681	5081.32935	-491.034389	2936.80626	3679.67966	3679.67966	2532.47196	2881.1284	2199.97784	2199.97784	2821.27804	2821.27804	2716.07456	2578.51785	2578.51785	2527.12372	2738.69403	2738.69403	2873.40034	34.363044
2341.8317	2616.47601	2020.23307	2638.22436	4240.6404	4612.66398	-324.699879	3005.99177	3732.9662	3732.9662	2520.58409	2805.90129	2175.75628	2175.75628	2861.63668	2861.63668	2620.63376	2568.12791	2568.12791	2386.37287	2733.077	2733.077	2934.8513	35.4714462
2390.49433	2562.90476	2010.05306	2795.73917	4237.74004	3924.62969	-242.054462	3074.5813	3764.34077	3764.34077	2475.99277	2747.71379	2180.12292	2180.12292	2866.51669	2866.51669	2506.68358	2545.28657	2545.28657	2232.98135	2736.77242	2736.77242	3004.45784	36.5720595
2395.03459	2491.39682	2022.61968	2877.50006	4261.76429	3139.72354	-150.690079	3113.88988	3720.32567	3720.32567	2423.30768	2706.05697	2215.33246	2215.33246	2827.15264	2827.15264	2416.01363	2529.0353	2529.0353	2079.17957	2733.38267	2733.38267	3095.11924	37.4018357
2395.85644	2451.2068	2076.09725	2775.6238	4097.01467	2578.89748	18.0327892	3116.12483	3640.80362	3640.80362	2378.15091	2714.28926	2291.10909	2291.10909	2807.10595	2807.10595	2384.1031	2509.7867	2509.7867	1951.16366	2747.44766	2747.44766	3207.9726	38.4180481
2412.89296	2413.63219	2123.0979	2722.22281	3935.80675	1958.52399	196.801424	3131.61459	3512.1336	3512.1336	2292.11268	2744.62499	2364.82086	2364.82086	2761.44627	2761.44627	2379.55575	2499.50563	2499.50563	1833.29324	2790.21946	2790.21946	3306.13252	39.4803987
2397.01979	2363.71239	2164.94089	2702.21114	3649.01781	1497.71214	482.376814	3141.22443	3394.07037	3394.07037	2180.96025	2808.83106	2417.91297	2417.91297	2723.14851	2723.14851	2357.07599	2473.07642	2473.07642	1762.5471	2842.9578	2842.9578	3378.18231	40.7958931
2403.68585	2293.29551	2186.33638	2727.36192	3217.13448	1043.818	647.945404	3152.60188	3265.10089	3265.10089	2121.14102	2851.68842	2432.03166	2432.03166	2637.42495	2637.42495	2349.40649	2436.75825	2436.75825	1687.92984	2919.03729	2919.03729	3410.69723	41.3035395
2398.66008	2230.65892	2179.27305	2666.24212	2700.37889	777.906179	871.968269	3142.42762	3093.46759	3093.46759	2036.0105	2911.79428	2453.27151	2453.27151	2530.95397	2530.95397	2344.63933	2394.02924	2394.02924	1648.65859	2938.768	2938.768	3439.66691	41.593878
