M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
1413.72883	3649.48437	3845.15629	218.305588	-2651.95727	-4288.99825	-855.580568	2376.32489	3350.71381	3350.71381	2727.89605	876.770356	1642.12294	1642.12294	3369.85266	3369.85266	2496.14775	1882.58681	1882.58681	3221.78061	1234.24275	1234.24275	3213.76134	32.2008718
1448.74719	3705.65643	3902.65545	468.440056	-2320.28008	-4062.77061	-603.780746	2423.73033	3397.06182	3397.06182	2775.41449	927.62522	1719.45695	1719.45695	3433.98704	3433.98704	2545.11928	1936.71643	1936.71643	3277.88569	1286.74454	1286.74454	3249.47836	32.9351326
1501.20997	3755.21657	3966.67536	617.007017	-2161.32641	-3881.99925	-393.375754	2462.52376	3468.29877	3468.29877	2821.06089	949.206509	1760.28191	1760.28191	3498.35303	3498.35303	2589.06268	1972.0825	1972.0825	3317.44564	1341.14708	1341.14708	3311.42441	33.5404931
1533.0125	3801.19843	3950.9413	766.863823	-2055.98712	-3756.81639	-328.668356	2488.58491	3498.81211	3498.81211	2853.40232	1014.58118	1774.7784	1774.7784	3511.70549	3511.70549	2614.72405	2010.97521	2010.97521	3346.93431	1345.83708	1345.83708	3353.12047	33.9613395
1563.11279	3821.38202	3990.35374	1034.2741	-1828.60315	-3632.56454	-143.07797	2526.91896	3518.1926	3518.1926	2901.14441	1048.97633	1842.19735	1842.19735	3537.25297	3537.25297	2666.25921	2051.99843	2051.99843	3369.52693	1395.32213	1395.32213	3390.65112	34.3864484
1611.65857	3851.88829	3989.18537	1135.27894	-1647.36867	-3460.66356	52.6726246	2571.54362	3574.79925	3574.79925	2929.97542	1053.14381	1865.96114	1865.96114	3554.44955	3554.44955	2704.2041	2066.50083	2066.50083	3406.8301	1460.26449	1460.26449	3438.04211	34.6054883
1631.56291	3865.42722	4009.06625	1278.83673	-1366.60516	-3295.50922	269.533396	2612.18609	3586.80455	3586.80455	2961.85924	1065.24057	1924.47628	1924.47628	3581.6292	3581.6292	2731.68824	2103.054	2103.054	3419.79724	1523.34099	1523.34099	3446.71873	35.0605354
1666.33697	3884.47726	3975.73141	1406.25	-1330.17123	-3207.82781	282.258987	2616.88671	3577.08259	3577.08259	2989.40947	1129.05874	1943.93407	1943.93407	3592.8789	3592.8789	2759.07088	2130.06622	2130.06622	3420.11589	1514.25913	1514.25913	3464.52045	35.2196851
1716.54075	3879.42849	3965.30547	1545.28141	-1140.38527	-3037.68039	342.750549	2649.54325	3579.48513	3579.48513	3008.47603	1173.89384	1989.97701	1989.97701	3602.23855	3602.23855	2794.16035	2150.14817	2150.14817	3454.31314	1552.94369	1552.94369	3477.80328	35.1561303
1727.62537	3873.79671	3979.21675	1647.53437	-1109.23052	-2985.17823	477.04339	2669.8664	3611.02994	3611.02994	3048.32602	1185.21531	2009.67496	2009.67496	3610.14688	3610.14688	2813.83234	2156.27872	2156.27872	3454.0057	1595.54775	1595.54775	3500.89099	35.2595382
1756.43823	3867.97787	3997.51148	1761.86442	-982.501507	-2869.5792	542.740822	2684.91537	3590.37044	3590.37044	3068.37183	1212.65158	2065.28658	2065.28658	3645.35111	3645.35111	2844.76464	2188.87021	2188.87021	3451.85897	1617.48479	1617.48479	3468.41206	35.6222055
1751.64718	3834.7401	3979.50501	1849.19596	-923.460722	-2819.26215	583.027601	2693.00279	3573.56214	3573.56214	3095.11216	1250.65665	2089.26576	2089.26576	3636.47209	3636.47209	2836.98289	2195.45232	2195.45232	3453.25334	1630.43098	1630.43098	3463.12165	35.686424
1780.33465	3827.81839	3962.17211	2034.87039	-796.658993	-2738.33573	559.077263	2709.08234	3539.4655	3539.4655	3095.7406	1305.99182	2116.43686	2116.43686	3627.07143	3627.07143	2869.35972	2215.59727	2215.59727	3457.62765	1641.56811	1641.56811	3453.04003	35.5594908
1810.57021	3814.27031	3944.20695	2121.63687	-740.34214	-2687.40535	587.978363	2725.69414	3519.70027	3519.70027	3089.98137	1332.3483	2127.79085	2127.79085	3613.07489	3613.07489	2894.29027	2226.71198	2226.71198	3448.72207	1661.74418	1661.74418	3426.80894	35.6175385
1819.71109	3796.11071	3900.9563	2173.0566	-772.354603	-2690.67585	637.112856	2724.48948	3508.69959	3508.69959	3089.80995	1355.54104	2124.8264	2124.8264	3585.69932	3585.69932	2894.6334	2231.10251	2231.10251	3419.83471	1672.06051	1672.06051	3397.82657	35.7734419
1836.25636	3748.8994	3910.74111	2261.88064	-484.37655	-2562.0544	848.346949	2757.25489	3494.52042	3494.52042	3089.39305	1348.08059	2185.28425	2185.28425	3569.41118	3569.41118	2908.17381	2244.74884	2244.74884	3419.64883	1742.84885	1742.84885	3366.70602	35.9354782
1828.08101	3710.66655	3872.07366	2420.36343	-447.282791	-2545.93611	856.736898	2748.7311	3455.65322	3455.65322	3102.52394	1403.80683	2216.91493	2216.91493	3533.77943	3533.77943	2906.22033	2246.58725	2246.58725	3399.13213	1744.19941	1744.19941	3352.47905	35.8029826
1851.68888	3686.32196	3838.51222	2443.28141	-306.551456	-2439.47685	913.727283	2755.19844	3432.97622	3432.97622	3092.64029	1430.58287	2247.69765	2247.69765	3524.75082	3524.75082	2910.06651	2263.32696	2263.32696	3396.08699	1752.67776	1752.67776	3298.84348	35.9468381
1865.91497	3659.78757	3779.79276	2445.82891	-231.983066	-2381.31046	940.0177	2774.87368	3440.76506	3440.76506	3082.05533	1455.58466	2228.42529	2228.42529	3491.77062	3491.77062	2898.21109	2252.55907	2252.55907	3402.31712	1787.75351	1787.75351	3306.7344	35.624297
1873.00633	3622.39116	3724.00987	2469.00797	-186.69486	-2358.34241	968.365669	2762.21486	3374.36947	3374.36947	3075.12536	1493.69522	2274.75796	2274.75796	3478.15173	3478.15173	2897.45077	2261.19646	2261.19646	3397.36837	1784.74067	1784.74067	3242.57347	35.5982618
1875.99526	3590.95374	3688.57521	2466.8467	-67.3407316	-2269.33837	987.297297	2762.07944	3349.97768	3349.97768	3073.50882	1518.09882	2293.02156	2293.02156	3462.78736	3462.78736	2893.60045	2269.83148	2269.83148	3387.65496	1796.80292	1796.80292	3215.52658	35.6113607
1885.99353	3544.42841	3628.27373	2460.48808	-63.0992651	-2211.53617	953.475237	2757.07462	3312.71729	3312.71729	3076.41558	1557.49723	2313.1314	2313.1314	3432.52628	3432.52628	2870.35343	2264.37053	2264.37053	3378.60776	1808.84156	1808.84156	3188.55139	35.286206
1871.53804	3509.90278	3607.71366	2430.42469	-68.9643621	-2189.70299	1005.52797	2750.29689	3294.81909	3294.81909	3087.9733	1564.59258	2325.10823	2325.10823	3417.9485	3417.9485	2851.21782	2266.04268	2266.04268	3333.25965	1828.29566	1828.29566	3153.73898	35.4760613
1897.47542	3509.67028	3525.52855	2408.28156	-65.3445721	-2133.22103	921.233892	2764.80829	3281.93043	3281.93043	3056.18714	1613.79955	2293.11863	2293.11863	3374.27358	3374.27358	2855.1534	2271.78968	2271.78968	3334.37875	1805.68312	1805.68312	3133.36006	35.1325842
1908.30143	3471.26601	3504.83955	2374.68004	99.3990898	-1988.24048	967.366695	2786.68986	3272.07157	3272.07157	3056.34882	1623.38963	2323.55689	2323.55689	3361.72629	3361.72629	2849.4756	2269.0145	2269.0145	3332.82506	1854.13567	1854.13567	3122.37709	35.052999
1898.22424	3420.64578	3477.6298	2425.31657	244.46249	-1874.28355	996.576548	2785.29371	3228.78051	3228.78051	3055.90892	1656.55733	2384.81549	2384.81549	3342.58773	3342.58773	2848.60433	2273.23613	2273.23613	3330.78159	1876.13673	1876.13673	3096.41065	34.9289594
1920.96114	3418.36599	3419.52816	2341.97974	93.5399532	-1857.35524	906.820297	2775.99779	3228.15118	3228.15118	3047.84805	1688.96028	2368.79731	2368.79731	3327.74619	3327.74619	2837.96567	2274.3629	2274.3629	3315.33786	1849.05252	1849.05252	3074.09271	34.9239224
1911.34097	3374.36209	3407.33639	2273.86594	235.557556	-1765.37037	1009.51195	2782.46661	3205.08088	3205.08088	3053.13168	1689.51924	2420.91031	2420.91031	3322.27019	3322.27019	2820.17665	2293.29522	2293.29522	3279.63884	1886.12423	1886.12423	3035.76427	35.2301047
1930.15674	3321.92941	3361.4516	2268.01991	287.578106	-1653.3494	975.892544	2773.41351	3162.26365	3162.26365	3049.898	1736.45409	2459.42345	2459.42345	3311.2819	3311.2819	2810.01832	2296.50381	2296.50381	3264.16649	1898.70737	1898.70737	3012.799	35.0688186
