M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
2765.30986	3188.56231	2894.09642	257.942677	-4171.70942	-2823.13585	354.10285	2055.50738	3212.67116	3212.67116	2793.02177	2653.51571	688.389168	688.389168	2847.53215	2847.53215	683.396819	2952.11368	2952.11368	2514.8104	2604.67577	2604.67577	2568.47193	16.7111751
3125.50838	3497.81133	3385.57196	719.88225	-3056.38254	-1336.54177	905.557871	2234.04291	3714.96061	3714.96061	3099.87593	2970.96899	1265.77628	1265.77628	3339.80341	3339.80341	1164.78469	3018.78366	3018.78366	3286.23659	3504.85017	3504.85017	2901.30521	19.7470801
3951.00916	3618.20834	4926.97686	3477.76294	4793.54143	6174.81709	3359.06982	3831.48931	4026.64609	4026.64609	3851.62629	3909.24081	3719.81849	3719.81849	4090.8026	4090.8026	3280.87153	3716.9548	3716.9548	4319.2476	4304.86484	4304.86484	3627.0316	41.3602009
3637.11086	3532.93678	4952.13783	3222.46552	4597.70083	5680.51577	3238.73758	3681.18733	3241.87658	3241.87658	3982.02054	3845.11587	3439.75896	3439.75896	3624.28475	3624.28475	3433.64036	3668.5412	3668.5412	3935.44151	3938.77786	3938.77786	3281.45925	46.9087592
3542.55666	3365.81647	4702.45062	2770.59317	3394.60015	5139.75263	2815.41348	3929.41054	3880.56883	3880.56883	3598.6104	3756.93549	3464.46439	3464.46439	3819.59524	3819.59524	3147.78265	4045.28543	4045.28543	3888.01365	4008.19292	4008.19292	3497.69773	43.8185921
4072.33881	3220.85654	4803.2255	3930.91917	4257.48348	5084.60283	3600.73805	3635.23822	3823.6276	3823.6276	3742.96609	3676.29021	3489.01639	3489.01639	4006.40791	4006.40791	3179.81399	3671.9994	3671.9994	3753.62481	3815.89747	3815.89747	3279.75921	40.1062527
2963.59911	3577.33367	4310.61169	3573.99821	4009.59611	4175.90141	2117.5313	3632.12109	2806.35418	2806.35418	3244.54967	3623.5138	3247.6429	3247.6429	3265.05722	3265.05722	3151.98229	3143.89634	3143.89634	3554.0778	3424.69377	3424.69377	2994.35882	44.7424593
3341.8696	3228.6734	4590.36113	2971.66228	3287.60505	5093.21809	2880.54824	3656.62323	3974.75304	3974.75304	3529.06228	3534.84365	3810.31054	3810.31054	3703.63184	3703.63184	3139.93391	3486.38579	3486.38579	3955.14272	3979.16777	3979.16777	3301.0622	45.593531
3886.88393	3346.13238	4344.51479	3443.97187	3954.01001	4718.37282	2400.5568	3551.97355	3668.79995	3668.79995	3476.74496	3838.69544	3057.46792	3057.46792	3806.81487	3806.81487	3199.25142	3668.68872	3668.68872	3447.73073	3856.88868	3856.88868	3107.53996	35.4871931
3242.49735	3246.10336	4168.822	3731.13871	3050.57168	3798.02585	2698.65632	3911.27631	3557.86851	3557.86851	3327.97632	3852.17832	3074.9743	3074.9743	3193.13312	3193.13312	2902.39126	3892.93408	3892.93408	3415.38104	3468.75638	3468.75638	3026.38986	45.9136798
