M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
2523.74474	2334.94422	2535.22944	580.533743	341.259241	-684.260726	-924.701095	2405.15796	4998.81599	4998.81599	2298.41333	2509.22612	2573.81575	2573.81575	2322.80173	2322.80173	2203.31005	2814.61125	2814.61125	2333.62125	2289.61632	2289.61632	2400.4656	29.1510901
2514.40265	2351.68644	2532.23622	444.065332	398.206711	-664.268732	-957.738161	2409.93323	4971.0374	4971.0374	2296.74383	2511.35795	2564.64139	2564.64139	2328.02576	2328.02576	2192.51841	2820.60387	2820.60387	2319.83846	2295.47839	2295.47839	2410.59531	29.3872823
2503.38368	2359.84703	2524.36049	278.23329	447.961092	-638.701916	-1007.49791	2407.34143	4942.65043	4942.65043	2286.40478	2515.31566	2552.73522	2552.73522	2331.63753	2331.63753	2173.96921	2832.94935	2832.94935	2305.48654	2298.10043	2298.10043	2416.00183	29.5263014
2495.27899	2359.64168	2512.38662	103.003979	493.289232	-596.856475	-1068.97831	2405.14778	4895.44975	4895.44975	2284.41958	2518.4586	2541.52447	2541.52447	2331.49222	2331.49222	2162.39806	2843.08732	2843.08732	2293.5519	2305.10785	2305.10785	2424.18174	29.6260725
2478.29883	2355.0573	2503.40153	-45.9492207	500.818491	-577.60179	-1106.94945	2404.7185	4838.36365	4838.36365	2274.75693	2521.84186	2528.83556	2528.83556	2333.00254	2333.00254	2155.49111	2850.2374	2850.2374	2281.05919	2312.85642	2312.85642	2428.56358	29.7202776
2463.12506	2350.64272	2495.75932	-188.196898	476.757288	-545.10951	-1138.00645	2401.6974	4778.80715	4778.80715	2261.25399	2523.10243	2516.88588	2516.88588	2342.07541	2342.07541	2154.11208	2857.21398	2857.21398	2276.57056	2313.74907	2313.74907	2430.67372	29.865701
2452.03498	2350.41864	2484.95263	-330.741405	465.13319	-522.164106	-1173.66672	2390.48577	4710.95877	4710.95877	2248.06306	2523.80065	2501.36588	2501.36588	2352.58455	2352.58455	2143.54098	2857.57512	2857.57512	2277.83481	2308.1999	2308.1999	2424.39049	29.8793547
2442.27334	2353.86312	2474.87057	-497.977138	448.825359	-489.702225	-1202.18158	2388.63792	4641.19084	4641.19084	2232.94771	2520.77454	2488.40479	2488.40479	2355.27858	2355.27858	2131.79901	2851.88256	2851.88256	2279.19585	2302.16819	2302.16819	2413.74194	29.8417469
2427.57208	2361.23506	2470.78113	-629.576445	433.484316	-465.260744	-1201.11167	2391.30127	4569.5072	4569.5072	2223.27251	2518.2444	2473.80975	2473.80975	2367.5627	2367.5627	2116.66035	2841.04327	2841.04327	2287.48685	2299.08735	2299.08735	2405.13451	29.886675
2418.47296	2363.47296	2469.56216	-726.996064	449.01967	-417.087078	-1211.59315	2404.53749	4486.73967	4486.73967	2212.78359	2513.39743	2465.63602	2465.63602	2384.95268	2384.95268	2108.33763	2835.10435	2835.10435	2290.65148	2292.7544	2292.7544	2396.41068	29.9719955
2410.12	2367.13621	2474.03516	-817.472935	469.902754	-374.865532	-1231.84621	2423.84363	4399.73562	4399.73562	2198.9533	2511.55504	2459.11174	2459.11174	2410.54914	2410.54914	2098.33774	2829.49381	2829.49381	2285.83594	2293.41294	2293.41294	2390.03022	30.0210219
