M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
3053.64623	2165.77454	2468.67629	-4605.67296	1610.85844	-6737.54692	583.726168	1856.0564	3292.70009	3292.70009	3221.53926	3038.66837	2591.37287	2591.37287	2447.36283	2447.36283	2570.48412	2022.03564	2022.03564	874.331236	673.422891	673.422891	3241.48594	25.3078817
2156.4854	2235.66668	910.934564	-1581.40779	2912.25553	-4376.15037	-800.989866	1985.98729	2230.76941	2230.76941	3583.05013	2625.89762	2954.31735	2954.31735	1369.59837	1369.59837	3154.28894	2550.7841	2550.7841	2334.52762	1564.48739	1564.48739	2516.52253	36.2649438
2640.42318	3087.05926	975.479349	1026.45397	3238.53254	1563.57408	968.390703	697.619957	2596.9663	2596.9663	2705.3586	2841.87794	3008.64008	3008.64008	2126.0228	2126.0228	3369.75736	2138.20955	2138.20955	3524.00259	2513.75473	2513.75473	2597.58795	48.0270901
1020.61281	3812.81309	2873.33159	476.926565	2919.60239	3428.26962	-2774.43945	2044.44017	2148.76428	2148.76428	3384.59153	2057.1344	4170.73801	4170.73801	1624.92311	1624.92311	3265.00559	2881.28713	2881.28713	1262.6025	3821.94674	3821.94674	2265.88557	50.2808366
2828.64172	1815.60394	2000.96529	-1221.17579	-4170.63951	-1997.07329	813.621283	1274.85247	2256.95757	2256.95757	2929.12068	2125.00874	2161.68436	2161.68436	1778.21934	1778.21934	1100.54719	2611.80106	2611.80106	2435.17741	1514.51522	1514.51522	3127.50198	29.0135403
2660.90093	2905.73528	1543.96804	1165.86328	3573.88139	2048.96927	-124.357939	1482.02745	2402.04128	2402.04128	2698.27049	3539.52067	3235.49539	3235.49539	2338.52073	2338.52073	2543.70278	2532.87175	2532.87175	2157.24293	1437.47271	1437.47271	3673.61328	56.3525394
1965.88291	2379.58909	2283.25298	-514.431	803.591013	4815.27209	-612.763762	1887.64105	3052.98445	3052.98445	3148.76455	3833.323	4296.83171	4296.83171	1952.36006	1952.36006	3846.61853	3399.16282	3399.16282	982.826658	1947.447	1947.447	2767.40821	36.2807184
3620.05826	2160.89851	2032.07743	-3172.99604	-3171.71335	-146.225691	1345.88718	2111.46892	4448.52777	4448.52777	4323.15603	3762.49616	1951.49529	1951.49529	1434.25527	1434.25527	2598.90384	3500.31742	3500.31742	1959.09825	2838.99567	2838.99567	3338.78728	25.0685401
1830.50169	3023.77136	3055.74458	-3180.45199	2638.08966	400.391817	2030.24149	606.730635	2108.59786	2108.59786	3028.75847	3051.08231	4438.93563	4438.93563	2263.14521	2263.14521	2186.51193	3475.63088	3475.63088	2760.77181	3269.46251	3269.46251	1828.86598	46.9740978
1784.52574	2473.6699	3830.3649	1644.14167	6635.71119	1063.54237	494.77458	941.900212	3049.58644	3049.58644	2486.88118	2216.77759	3402.1817	3402.1817	2056.65982	2056.65982	3407.21779	1761.20805	1761.20805	1140.69885	1923.5407	1923.5407	2906.34661	37.4862297
3866.57081	2415.94562	3352.85523	-627.419949	1876.70946	3518.25833	4951.05028	3229.7034	4400.80338	4400.80338	4147.73291	3482.74348	3650.80262	3650.80262	3160.31017	3160.31017	4053.68471	3288.58454	3288.58454	2914.68246	4265.50995	4265.50995	4252.27668	59.0636147
3550.28207	2807.42489	1444.48884	-254.071355	-2690.7903	7367.0125	1209.63097	3141.20732	2589.81475	2589.81475	3186.53743	4858.12209	3115.59818	3115.59818	3611.82095	3611.82095	2890.943	3801.42148	3801.42148	2077.74787	2812.63122	2812.63122	4369.38426	49.2048099
