M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
6104.21374	5907.08371	5191.90422	3038.46717	4328.25685	15336.8187	-335.484743	3095.03339	6590.72901	6590.72901	3172.07737	2932.76328	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.2589	2684.2589	2564.43545	937.474567	937.474567	4909.81391	46.6221751
6104.21315	5907.08312	5191.90422	3038.46717	4328.25685	15336.8187	-335.484743	3095.03339	6590.72901	6590.72901	3172.07737	2932.76299	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.25919	2684.25919	2564.43545	937.474493	937.474493	4909.81391	46.6221751
6104.21433	5907.08371	5191.90481	3038.46598	4328.25685	15336.8187	-335.484743	3095.03339	6590.72901	6590.72901	3172.07737	2932.76299	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.2589	2684.2589	2564.43545	937.474567	937.474567	4909.81391	46.6221786
6104.21374	5907.08371	5191.90422	3038.46717	4328.25685	15336.8187	-335.484743	3095.03339	6590.72901	6590.72901	3172.07737	2932.76328	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.2589	2684.2589	2564.43545	937.474567	937.474567	4909.81391	46.6221751
6104.21374	5907.08371	5191.90422	3038.46717	4328.25685	15336.8187	-335.484743	3095.03339	6590.72901	6590.72901	3172.07737	2932.76328	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.2589	2684.2589	2564.43545	937.474567	937.474567	4909.81391	46.6221751
6104.21374	5907.08371	5191.90481	3038.46478	4328.25804	15336.8187	-335.483551	3095.03309	6590.7296	6590.7296	3172.07737	2932.76328	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.25919	2684.25919	2564.43545	937.474714	937.474714	4909.81391	46.622182
6104.21374	5907.08312	5191.90481	3038.46478	4328.25685	15336.8187	-335.483551	3095.03339	6590.72901	6590.72901	3172.07737	2932.76299	6525.86381	6525.86381	4255.8644	4255.8644	6865.02104	2684.25919	2684.25919	2564.43574	937.474493	937.474493	4909.81391	46.6221786
6104.21315	5907.08312	5191.90422	3038.46717	4328.25685	15336.8187	-335.484743	3095.03339	6590.72901	6590.72901	3172.07737	2932.76299	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.25919	2684.25919	2564.43545	937.474493	937.474493	4909.81391	46.6221751
6104.21315	5907.08371	5191.90481	3038.46478	4328.25685	15336.8163	-335.484743	3095.0328	6590.72901	6590.72901	3172.07767	2932.76328	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.2589	2684.2589	2564.43545	937.474862	937.474862	4909.81391	46.6221786
6104.21315	5907.08312	5191.90422	3038.46717	4328.25685	15336.8187	-335.484743	3095.03339	6590.72901	6590.72901	3172.07737	2932.76299	6525.86322	6525.86322	4255.8644	4255.8644	6865.02104	2684.25919	2684.25919	2564.43545	937.474493	937.474493	4909.81391	46.6221751
4093.34911	4377.6788	3316.22653	-867.92767	-2747.32172	8125.12755	-441.733003	2215.4378	4410.53479	4410.53479	4239.62612	1531.60647	4137.30167	4137.30167	4060.15619	4060.15619	2447.89937	3445.1789	3445.1789	2265.31363	1279.04975	1279.04975	4503.00303	49.2634211
4093.34911	4377.6788	3316.22682	-867.927074	-2747.32172	8125.12755	-441.732407	2215.43765	4410.53508	4410.53508	4239.62612	1531.60647	4137.30137	4137.30137	4060.1556	4060.1556	2447.89937	3445.17949	3445.17949	2265.31349	1279.04982	1279.04982	4503.00333	49.2634245
4093.34911	4377.6788	3316.22653	-867.92767	-2747.32113	8125.12755	-441.733003	2215.43765	4410.53508	4410.53508	4239.62612	1531.60647	4137.30167	4137.30167	4060.15619	4060.15619	2447.89951	3445.1789	3445.1789	2265.31363	1279.04975	1279.04975	4503.00303	49.2634211
4093.34911	4377.6788	3316.22682	-867.927074	-2747.32172	8125.12755	-441.732407	2215.43765	4410.53508	4410.53508	4239.62612	1531.60647	4137.30137	4137.30137	4060.1556	4060.1556	2447.89937	3445.17949	3445.17949	2265.31349	1279.04982	1279.04982	4503.00333	49.2634245
4093.34911	4377.6788	3316.22653	-867.92767	-2747.32172	8125.12755	-441.733003	2215.4378	4410.53479	4410.53479	4239.62612	1531.60647	4137.30167	4137.30167	4060.15619	4060.15619	2447.89937	3445.1789	3445.1789	2265.31363	1279.04975	1279.04975	4503.00303	49.2634211
4093.34911	4377.6788	3316.22653	-867.92767	-2747.32172	8125.12755	-441.733003	2215.4378	4410.53479	4410.53479	4239.62612	1531.60647	4137.30167	4137.30167	4060.15619	4060.15619	2447.89937	3445.1789	3445.1789	2265.31363	1279.04975	1279.04975	4503.00303	49.2634211
4093.34911	4377.6788	3316.22682	-867.927074	-2747.32172	8125.12755	-441.732407	2215.43765	4410.53508	4410.53508	4239.62612	1531.60647	4137.30137	4137.30137	4060.1556	4060.1556	2447.89937	3445.17949	3445.17949	2265.31349	1279.04982	1279.04982	4503.00333	49.2634245
4093.34911	4377.6788	3316.22653	-867.92767	-2747.32172	8125.12755	-441.733003	2215.4378	4410.53479	4410.53479	4239.62612	1531.60647	4137.30167	4137.30167	4060.15619	4060.15619	2447.89937	3445.1789	3445.1789	2265.31363	1279.04975	1279.04975	4503.00303	49.2634211
4093.34911	4377.6788	3316.22682	-867.927074	-2747.32172	8125.12755	-441.732407	2215.43765	4410.53508	4410.53508	4239.62612	1531.60647	4137.30137	4137.30137	4060.1556	4060.1556	2447.89937	3445.17949	3445.17949	2265.31349	1279.04982	1279.04982	4503.00333	49.2634245
4093.34911	4377.6788	3316.22653	-867.927074	-2747.32172	8125.12755	-441.733003	2215.43765	4410.53508	4410.53508	4239.62612	1531.60633	4137.30137	4137.30137	4060.15619	4060.15619	2447.89937	3445.1789	3445.1789	2265.31363	1279.04975	1279.04975	4503.00303	49.2634211
4204.40005	4741.17206	4886.13701	6600.85797	8855.80063	-4146.9264	-683.760643	1453.31018	2170.00678	2170.00678	4236.23873	4238.94752	3985.43537	3985.43537	4306.34891	4306.34891	6612.72151	391.142906	391.142906	3540.08332	4197.54001	4197.54001	5009.40361	73.433985
4204.40005	4741.17177	4886.13701	6600.85797	8855.80063	-4146.92581	-683.760643	1453.31033	2170.00634	2170.00634	4236.23873	4238.94781	3985.43596	3985.43596	4306.34921	4306.34921	6612.72151	391.143127	391.143127	3540.08332	4197.53971	4197.53971	5009.40361	73.433985
4204.40035	4741.17177	4886.13701	6600.85559	8855.80182	-4146.92521	-683.760643	1453.31033	2170.00649	2170.00649	4236.23873	4238.94781	3985.43596	3985.43596	4306.34891	4306.34891	6612.7221	391.142906	391.142906	3540.08332	4197.53971	4197.53971	5009.40302	73.433985
4204.40064	4741.17206	4886.1373	6600.85678	8855.80301	-4146.92521	-683.760643	1453.31018	2170.00678	2170.00678	4236.23873	4238.94781	3985.43537	3985.43537	4306.34862	4306.34862	6612.7221	391.142648	391.142648	3540.08361	4197.54001	4197.54001	5009.40302	73.4339919
4204.40035	4741.17236	4886.13701	6600.85797	8855.80301	-4146.9264	-683.760643	1453.31003	2170.00678	2170.00678	4236.23873	4238.94781	3985.43537	3985.43537	4306.34862	4306.34862	6612.7221	391.142795	391.142795	3540.08332	4197.54001	4197.54001	5009.40302	73.433985
4204.40005	4741.17206	4886.13671	6600.85678	8855.80063	-4146.92581	-683.759451	1453.31018	2170.00649	2170.00649	4236.23873	4238.94752	3985.43566	3985.43566	4306.34891	4306.34891	6612.72151	391.143127	391.143127	3540.08332	4197.53971	4197.53971	5009.40302	73.4339781
4204.40005	4741.17236	4886.13701	6600.85797	8855.80063	-4146.9264	-683.760643	1453.31018	2170.00678	2170.00678	4236.23873	4238.94752	3985.43537	3985.43537	4306.34862	4306.34862	6612.72151	391.142832	391.142832	3540.08302	4197.54001	4197.54001	5009.40361	73.433985
4204.40005	4741.17206	4886.13671	6600.85678	8855.80063	-4146.92581	-683.759451	1453.31018	2170.00649	2170.00649	4236.23873	4238.94752	3985.43566	3985.43566	4306.34891	4306.34891	6612.72151	391.143127	391.143127	3540.08332	4197.53971	4197.53971	5009.40302	73.4339781
4204.40035	4741.17236	4886.13701	6600.85797	8855.80063	-4146.9264	-683.760643	1453.31033	2170.00663	2170.00663	4236.23873	4238.94752	3985.43537	3985.43537	4306.34862	4306.34862	6612.72151	391.142832	391.142832	3540.08332	4197.54001	4197.54001	5009.40361	73.433985
