M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
2733.9406	2267.53634	3108.46817	-3022.21179	148.91386	106.840134	-236.5762	1722.17961	2569.67482	2569.67482	113.77889	2049.24613	2482.32926	2482.32926	793.549792	793.549792	2839.28452	543.986203	543.986203	2141.27623	2363.71726	2363.71726	2650.36465	36.2047459
2761.14474	2291.54517	3139.81678	-2892.9776	228.763819	170.606375	-93.4296846	1744.35519	2587.52079	2587.52079	166.886518	2062.98864	2516.42944	2516.42944	830.722554	830.722554	2852.11446	556.28566	556.28566	2145.07683	2404.01408	2404.01408	2652.55417	36.2389709
2778.80601	2308.90933	3164.86741	-2790.77947	287.942886	209.548473	21.0809708	1767.93694	2593.9725	2593.9725	216.537791	2078.18837	2548.42051	2548.42051	866.593881	866.593881	2858.93556	568.205692	568.205692	2150.23639	2440.1089	2440.1089	2653.3915	36.256837
2787.09495	2323.7643	3180.82953	-2682.23643	331.664085	277.715921	124.899149	1786.99141	2606.33804	2606.33804	261.686856	2089.89863	2577.89914	2577.89914	901.387637	901.387637	2855.51985	579.110518	579.110518	2161.35597	2476.67063	2476.67063	2656.38766	36.1796372
2793.77	2336.95538	3189.4495	-2565.18483	337.136984	346.577168	203.37224	1810.7496	2618.58587	2618.58587	304.958672	2100.38135	2605.3821	2605.3821	935.326801	935.326801	2847.70888	589.374363	589.374363	2174.42992	2506.47174	2506.47174	2666.45866	36.021663
2794.59465	2346.49545	3186.28458	-2473.10281	333.269835	366.821289	239.496231	1830.35993	2623.93824	2623.93824	343.191191	2110.6549	2622.9941	2622.9941	965.011814	965.011814	2836.62175	601.577636	601.577636	2185.3918	2537.31952	2537.31952	2673.35175	35.9223448
2790.69389	2353.30445	3174.58494	-2402.49455	360.240936	378.77202	263.484716	1849.68731	2627.02174	2627.02174	381.186127	2125.16556	2639.9219	2639.9219	994.753771	994.753771	2834.32632	614.720473	614.720473	2197.11533	2570.60568	2570.60568	2685.54056	35.7409731
2794.43739	2361.21234	3168.84754	-2345.1829	347.55826	353.821516	245.201588	1872.75362	2631.81677	2631.81677	416.477805	2141.93875	2650.06076	2650.06076	1026.06403	1026.06403	2827.68579	626.490439	626.490439	2208.50443	2605.04841	2605.04841	2698.81868	35.4773647
2789.84593	2370.03988	3163.91088	-2309.36885	306.738615	334.259272	209.140778	1898.65574	2625.48102	2625.48102	451.211889	2150.25764	2667.55769	2667.55769	1055.69365	1055.69365	2820.01437	638.109306	638.109306	2214.84078	2627.37107	2627.37107	2700.51636	35.114922
2779.76313	2376.53496	3149.66001	-2272.74239	304.812193	311.836004	144.087076	1921.68871	2622.97965	2622.97965	482.697733	2163.24189	2690.45657	2690.45657	1086.69794	1086.69794	2816.38652	648.874023	648.874023	2229.40395	2650.28381	2650.28381	2698.09759	34.7943757
2776.84663	2386.99349	3129.08784	-2218.71853	331.946611	292.961597	66.3125515	1944.60234	2615.56522	2615.56522	512.124031	2169.00467	2709.44672	2709.44672	1116.50267	1116.50267	2807.61903	658.356521	658.356521	2241.82718	2668.99426	2668.99426	2695.17608	34.3934593
2774.85421	2391.91466	3110.98695	-2144.37068	368.243456	287.846327	-8.81552696	1964.37111	2617.88602	2617.88602	542.172278	2169.82164	2721.46028	2721.46028	1143.44504	1143.44504	2798.10507	666.749166	666.749166	2255.69995	2684.97851	2684.97851	2696.01754	34.0841277
2778.69124	2392.57703	3100.52119	-2060.84728	390.455723	271.3871	-115.513206	1987.64572	2612.81866	2612.81866	570.430427	2173.97585	2724.04308	2724.04308	1170.23524	1170.23524	2797.13467	673.629421	673.629421	2274.19974	2705.29753	2705.29753	2696.31258	33.8067151
2786.70844	2388.14519	3083.51255	-1979.89106	390.079021	240.459442	-178.464055	2013.48397	2608.21363	2608.21363	595.896362	2179.69939	2722.84816	2722.84816	1193.52962	1193.52962	2789.56328	682.877544	682.877544	2300.60122	2721.85888	2721.85888	2700.60723	33.6155012
2790.80453	2388.0673	3068.79374	-1893.83984	352.460146	234.626532	-231.692791	2033.46339	2602.16259	2602.16259	619.542693	2181.67057	2713.37521	2713.37521	1214.40811	1214.40811	2781.45845	698.364203	698.364203	2322.75157	2726.53059	2726.53059	2700.79753	33.4979055
2799.55137	2392.41402	3053.9932	-1797.75536	318.55464	212.469101	-284.099579	2056.62633	2604.12522	2604.12522	641.158022	2185.70971	2708.42793	2708.42793	1231.46101	1231.46101	2777.9141	717.561175	717.561175	2341.34474	2733.4166	2733.4166	2694.60487	33.3763169
2813.4774	2395.85954	3039.25403	-1689.61465	305.507183	165.299177	-347.186923	2083.03342	2605.8701	2605.8701	664.862624	2188.72564	2706.98783	2706.98783	1249.34607	1249.34607	2779.32735	735.861364	735.861364	2363.41749	2745.04454	2745.04454	2693.88762	33.2520595
2820.74785	2393.4806	3027.65766	-1569.75687	281.05855	128.24297	-367.559195	2105.29013	2601.30402	2601.30402	685.941418	2200.53591	2705.96845	2705.96845	1265.82172	1265.82172	2779.44095	761.146991	761.146991	2383.9752	2745.93291	2745.93291	2697.16644	33.2110275
2827.16946	2387.371	3017.57782	-1444.81838	228.67918	129.472017	-385.983586	2129.08078	2600.55402	2600.55402	707.308283	2210.11847	2705.0668	2705.0668	1281.57288	1281.57288	2788.46749	788.892096	788.892096	2407.39247	2744.45563	2744.45563	2696.91004	33.2000893
2829.26899	2385.81907	3007.94437	-1306.39613	202.567577	141.428709	-365.449786	2147.76762	2607.77343	2607.77343	729.644808	2219.91168	2705.73832	2705.73832	1298.35183	1298.35183	2800.764	813.999517	813.999517	2422.81156	2738.78314	2738.78314	2691.46975	33.1499653
2825.39271	2385.46679	2999.89205	-1179.37148	176.810026	177.502632	-359.207988	2161.55395	2608.20537	2608.20537	749.655214	2228.93572	2710.78208	2710.78208	1314.38225	1314.38225	2804.41338	840.622427	840.622427	2438.57822	2738.14024	2738.14024	2688.29066	33.2011368
2817.90334	2379.17943	2983.42895	-1051.38481	176.010132	182.391405	-381.255746	2174.47476	2600.92105	2600.92105	767.861727	2242.36637	2712.63761	2712.63761	1329.05149	1329.05149	2799.41064	867.159183	867.159183	2457.6585	2739.19856	2739.19856	2683.7054	33.2469776
2804.21984	2380.40459	2966.921	-944.328904	159.937143	215.435028	-357.717872	2185.09793	2597.23626	2597.23626	787.238085	2258.70555	2715.257	2715.257	1344.84677	1344.84677	2788.90533	894.325193	894.325193	2473.12761	2747.59902	2747.59902	2683.81486	33.3594049
2797.84071	2385.54763	2953.48504	-837.919116	174.970627	231.587887	-314.572453	2190.15143	2596.90463	2596.90463	804.363413	2272.87499	2717.13347	2717.13347	1359.75352	1359.75352	2775.04333	924.874018	924.874018	2489.29877	2751.54434	2751.54434	2681.27896	33.5166394
2784.46405	2390.99929	2936.64251	-742.322206	199.136734	255.09119	-288.946033	2200.12138	2592.80619	2592.80619	819.755954	2287.09975	2710.01556	2710.01556	1373.71776	1373.71776	2757.29266	957.380085	957.380085	2509.24205	2746.02261	2746.02261	2675.88204	33.6501133
