M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
83.1210099	2100.97247	779.890482	366.464853	1286.09419	819.93103	-672.810078	1534.71726	2747.74684	2747.74684	1110.98308	1191.94863	2648.9871	2648.9871	2473.97674	2473.97674	2292.71826	2672.69764	2672.69764	2501.78203	1104.93359	1104.93359	2137.1685	12.1706066
127.861845	2129.25087	793.8812	383.890867	1226.90797	776.8929	-554.7297	1557.87533	2755.82393	2755.82393	1135.13567	1215.95886	2652.6353	2652.6353	2483.33285	2483.33285	2293.08677	2685.9132	2685.9132	2512.53355	1121.57748	1121.57748	2162.27252	12.3599727
172.186007	2158.22291	807.047272	394.276381	1157.08113	725.857019	-427.802801	1584.87457	2769.95059	2769.95059	1156.77855	1240.49832	2661.26856	2661.26856	2501.08824	2501.08824	2291.99776	2703.46177	2703.46177	2518.70836	1136.05185	1136.05185	2187.56538	12.5236857
217.378037	2179.95563	821.476054	406.46553	1115.58199	678.663254	-283.557773	1615.56804	2776.27395	2776.27395	1174.16831	1260.418	2676.98048	2676.98048	2527.82887	2527.82887	2301.03995	2724.92585	2724.92585	2528.40008	1147.00687	1147.00687	2216.1695	12.6809832
259.033645	2201.00621	836.261027	438.767672	1056.61035	651.102066	-125.012994	1643.26933	2784.39855	2784.39855	1188.07604	1276.68181	2697.25141	2697.25141	2553.35363	2553.35363	2318.5118	2747.88108	2747.88108	2539.59932	1163.52161	1163.52161	2240.20031	12.8856521
300.076706	2227.33747	848.679018	469.404459	1029.36864	657.452345	-1.14738941	1673.45857	2790.23745	2790.23745	1200.96596	1294.17107	2716.10082	2716.10082	2571.16066	2571.16066	2341.42366	2763.15251	2763.15251	2553.25125	1177.83835	1177.83835	2265.59378	13.0755118
340.980987	2257.45841	856.477004	517.567396	1033.14757	656.416416	91.1390781	1700.60415	2804.42666	2804.42666	1214.33155	1318.5431	2740.33536	2740.33536	2578.35262	2578.35262	2367.99553	2779.74277	2779.74277	2567.17404	1195.2079	1195.2079	2296.16687	13.22347
379.755758	2282.92195	867.024939	531.13699	1056.46849	663.57255	168.346167	1727.15241	2817.58705	2817.58705	1232.30092	1336.02203	2758.25155	2758.25155	2591.68444	2591.68444	2398.75686	2796.78977	2796.78977	2583.17658	1210.02776	1210.02776	2317.09928	13.3686185
415.326879	2303.82722	881.341384	554.811954	1058.78353	637.270212	217.081308	1748.20373	2821.36036	2821.36036	1251.75134	1354.92367	2779.00517	2779.00517	2598.64155	2598.64155	2427.83098	2806.14234	2806.14234	2599.90315	1229.35735	1229.35735	2335.63683	13.5921319
445.709595	2320.64127	894.807515	565.295219	1035.29334	649.219751	284.72662	1767.71669	2817.7095	2817.7095	1275.61257	1373.39277	2788.31702	2788.31702	2602.49009	2602.49009	2458.46589	2813.30893	2813.30893	2607.83893	1254.12533	1254.12533	2356.34531	13.8564145
473.153093	2329.84603	913.226163	595.264435	1030.35808	679.322481	374.631882	1780.1917	2812.76694	2812.76694	1301.09588	1393.20313	2804.21216	2804.21216	2601.12375	2601.12375	2492.17057	2822.34138	2822.34138	2622.46686	1280.71298	1280.71298	2374.57587	14.1321624
497.245455	2344.30712	935.13163	604.763031	995.864868	692.256689	454.781055	1793.51747	2810.09473	2810.09473	1329.96332	1413.05628	2812.40079	2812.40079	2602.95626	2602.95626	2514.01348	2830.3872	2830.3872	2632.23603	1307.55953	1307.55953	2386.54045	14.3779687
520.322575	2357.27529	960.318418	601.166487	940.402746	692.791939	523.815155	1801.26264	2803.96433	2803.96433	1356.06194	1435.16031	2826.7328	2826.7328	2598.78966	2598.78966	2529.34244	2843.75796	2843.75796	2644.10797	1337.13272	1337.13272	2397.47785	14.6336475
544.424637	2363.26437	989.522437	604.096651	898.741484	733.710527	598.704815	1805.62692	2798.43876	2798.43876	1383.98422	1453.98833	2837.25226	2837.25226	2592.82094	2592.82094	2542.90498	2863.82885	2863.82885	2656.82108	1362.75426	1362.75426	2400.89636	14.8419878
