M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
1501.74753	869.907361	511.156179	36.5746021	-1450.40512	-1523.72301	-303.154588	2325.23436	398.619775	398.619775	1589.32455	1670.63545	799.415247	799.415247	2146.60618	2146.60618	839.144704	1690.43889	1690.43889	920.257554	1986.07329	1986.07329	2713.9476	2.25833297
1517.09656	891.178486	534.292123	27.9736519	-1442.15107	-1526.24786	-214.591622	2341.94707	417.080541	417.080541	1605.11304	1699.9164	829.021336	829.021336	2143.91392	2143.91392	869.796868	1702.55955	1702.55955	936.137948	2007.17963	2007.17963	2733.6544	2.85638199
1537.48226	909.273104	560.606343	-2.33650208	-1420.21656	-1539.65235	-125.24128	2360.27101	431.696012	431.696012	1619.26994	1728.75686	855.939067	855.939067	2145.30386	2145.30386	896.311349	1719.50077	1719.50077	954.847362	2034.35501	2034.35501	2761.39287	3.45485321
1558.92362	926.573244	581.970591	-50.7766008	-1414.66558	-1569.19897	-46.8558073	2383.62572	448.931391	448.931391	1637.20767	1756.55168	885.823603	885.823603	2142.17213	2142.17213	925.854077	1738.7954	1738.7954	975.800578	2053.46863	2053.46863	2782.23117	4.03001168
1577.97779	944.324211	603.362056	-116.650462	-1419.2462	-1575.89674	39.1793251	2399.62915	466.48785	466.48785	1656.5678	1783.07162	917.501484	917.501484	2146.44789	2146.44789	956.359826	1755.30099	1755.30099	998.505095	2072.11653	2072.11653	2806.23055	4.59156615
1597.95471	964.632094	627.672639	-180.063844	-1392.90333	-1579.85449	92.9677486	2421.53536	485.065527	485.065527	1677.31759	1810.30379	947.591148	947.591148	2146.96953	2146.96953	986.591406	1777.62173	1777.62173	1024.34924	2085.02127	2085.02127	2826.42448	5.13357456
1620.53199	981.998914	650.332753	-223.744512	-1364.1876	-1594.05112	154.263973	2447.13815	505.506253	505.506253	1699.96863	1834.57934	976.426585	976.426585	2145.16829	2145.16829	1016.67156	1799.99572	1799.99572	1052.10474	2103.55558	2103.55558	2839.25531	5.6497457
1641.51323	997.19385	674.36039	-234.020948	-1335.8897	-1587.41534	232.461691	2472.22418	524.45491	524.45491	1718.22987	1856.99759	1005.00364	1005.00364	2148.30991	2148.30991	1044.606	1820.65183	1820.65183	1077.08286	2123.72147	2123.72147	2848.72029	6.14012322
1666.31352	1008.39818	693.812722	-271.244049	-1307.19185	-1567.71123	292.704105	2491.17657	546.83027	546.83027	1740.44366	1878.08107	1033.35572	1033.35572	2155.16036	2155.16036	1072.37051	1842.70777	1842.70777	1101.63516	2142.38412	2142.38412	2852.55201	6.61329922
1688.18225	1017.35952	717.16508	-299.804807	-1272.88759	-1552.26052	321.69342	2511.31664	568.43435	568.43435	1757.08718	1899.43318	1058.96855	1058.96855	2158.44036	2158.44036	1101.98729	1867.69836	1867.69836	1121.2595	2164.7413	2164.7413	2863.5819	7.05886059
1708.37588	1024.22134	740.050384	-313.915014	-1270.63751	-1554.23701	372.058153	2529.82956	587.714377	587.714377	1776.85447	1919.83407	1084.29261	1084.29261	2168.83723	2168.83723	1128.10037	1896.00744	1896.00744	1140.98379	2187.36372	2187.36372	2879.59181	7.47617035
1724.44303	1030.01406	759.953616	-351.704955	-1254.06146	-1524.34409	397.388935	2545.91147	607.746358	607.746358	1797.57475	1935.21629	1107.87982	1107.87982	2172.80541	2172.80541	1155.18436	1919.44167	1919.44167	1162.03061	2202.42256	2202.42256	2887.45825	7.84995949
1736.73998	1034.70687	781.296952	-361.753106	-1241.20414	-1456.71725	418.121815	2557.56508	630.406434	630.406434	1822.11318	1948.38509	1133.63309	1133.63309	2178.34514	2178.34514	1177.28123	1945.1197	1945.1197	1180.92937	2211.71494	2211.71494	2895.217	8.16442144
1753.02016	1040.41625	800.010349	-386.819243	-1239.79092	-1414.029	463.740826	2566.62644	652.282397	652.282397	1846.64173	1964.79494	1160.06577	1160.06577	2190.05967	2190.05967	1197.33501	1971.68463	1971.68463	1203.40935	2221.41448	2221.41448	2902.50367	8.48356901
1767.60546	1043.12113	819.93593	-426.665545	-1205.56116	-1402.37987	518.169403	2572.78369	672.749382	672.749382	1873.37129	1978.51975	1186.4044	1186.4044	2196.33125	2196.33125	1215.17382	1994.44587	1994.44587	1225.84369	2223.14579	2223.14579	2913.73891	8.81568751
1782.31232	1047.09056	841.362247	-442.578793	-1163.99407	-1398.70346	572.062731	2584.70077	693.163332	693.163332	1895.99121	1989.6889	1211.83209	1211.83209	2206.26742	2206.26742	1234.82952	2012.06097	2012.06097	1246.09263	2225.13645	2225.13645	2921.70802	9.14075488
1794.38371	1050.61352	862.616701	-454.155803	-1131.08456	-1375.59533	622.844696	2596.28563	713.342576	713.342576	1915.52969	2001.56172	1238.48635	1238.48635	2207.7683	2207.7683	1255.92022	2025.71615	2025.71615	1268.69278	2224.26386	2224.26386	2927.8815	9.43574315
1805.45874	1054.22418	880.898893	-477.25141	-1121.54782	-1328.0499	679.098368	2611.96717	733.94683	733.94683	1935.48065	2016.71911	1267.281	1267.281	2210.65913	2210.65913	1275.51299	2043.44809	2043.44809	1292.9282	2215.04495	2215.04495	2933.84255	9.75046611
1812.63419	1061.68619	898.066264	-498.307347	-1118.05022	-1287.35483	723.435879	2631.68105	754.486027	754.486027	1954.81408	2031.32522	1297.96503	1297.96503	2205.1017	2205.1017	1298.6808	2057.64379	2057.64379	1317.28548	2199.53454	2199.53454	2934.24322	10.0669911
1817.63517	1069.95241	916.70354	-536.956787	-1138.37838	-1251.72675	732.504129	2645.74487	777.015141	777.015141	1976.80275	2044.0277	1326.66386	1326.66386	2205.78723	2205.78723	1321.52996	2069.65897	2069.65897	1344.40583	2188.21079	2188.21079	2932.62432	10.3477051
1827.04069	1079.14374	931.385248	-570.942163	-1131.53517	-1204.41914	753.656626	2649.61259	799.530314	799.530314	2000.33744	2052.56418	1355.87164	1355.87164	2208.2417	2208.2417	1343.27906	2075.99664	2075.99664	1369.59852	2177.50205	2177.50205	2938.01298	10.6033407
1836.27303	1086.59047	945.102092	-583.744645	-1123.52252	-1189.81779	795.993805	2653.86003	818.507627	818.507627	2022.43675	2059.88995	1382.43864	1382.43864	2207.524	2207.524	1365.91004	2081.6743	2081.6743	1394.04681	2167.04647	2167.04647	2949.26061	10.8892135
1840.81655	1095.87946	960.865575	-576.089621	-1124.0375	-1157.21643	810.900927	2654.24978	839.126411	839.126411	2041.98025	2064.34584	1411.19427	1411.19427	2207.78453	2207.78453	1390.2738	2090.20739	2090.20739	1420.47352	2155.06049	2155.06049	2959.96448	11.183672
1845.55464	1108.8736	977.630508	-561.439991	-1110.95309	-1128.1091	806.092024	2652.50312	857.611887	857.611887	2058.24051	2073.59071	1435.8187	1435.8187	2205.70565	2205.70565	1412.98621	2104.30779	2104.30779	1449.934	2150.57038	2150.57038	2962.87242	11.4393413
1853.11512	1119.57746	994.416905	-540.940762	-1066.95414	-1131.86955	826.495886	2654.0102	877.660722	877.660722	2072.97688	2083.33023	1457.25077	1457.25077	2206.3816	2206.3816	1433.00089	2113.78324	2113.78324	1481.87993	2150.20467	2150.20467	2960.12144	11.7216568
1865.04769	1128.63395	1007.20621	-552.728772	-1016.08217	-1119.7865	836.364031	2653.61868	897.626798	897.626798	2090.94927	2087.9211	1481.91946	1481.91946	2206.03935	2206.03935	1452.06156	2119.68587	2119.68587	1514.84184	2154.21696	2154.21696	2965.01679	12.028865
1881.95041	1135.76382	1015.68206	-600.768924	-999.58539	-1120.98396	834.88822	2648.87055	918.602732	918.602732	2106.14015	2093.6948	1507.3563	1507.3563	2199.93152	2199.93152	1475.52042	2119.93961	2119.93961	1542.84732	2162.19198	2162.19198	2973.85893	12.3800816
1902.66051	1142.75206	1022.96991	-649.264455	-943.76266	-1106.51553	851.658583	2649.49014	937.674901	937.674901	2120.07916	2102.24691	1533.25119	1533.25119	2195.09311	2195.09311	1496.36654	2126.54901	2126.54901	1572.79757	2163.15278	2163.15278	2984.41056	12.7071645
1926.36146	1153.92769	1032.19782	-701.426268	-926.093459	-1107.75292	852.724314	2651.91215	956.394494	956.394494	2134.99049	2113.25762	1560.00658	1560.00658	2182.6476	2182.6476	1518.86327	2135.1417	2135.1417	1602.64309	2161.31791	2161.31791	3000.28594	13.0262883
