M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
3862.28442	3488.37084	3786.28489	3907.38368	4113.58714	9986.93585	2984.31873	3611.38901	3522.91329	3522.91329	3556.81756	3582.63324	3489.61592	3489.61592	3504.99887	3504.99887	3063.50657	3158.43075	3158.43075	3690.38795	3460.75127	3460.75127	3524.80747	41.5914235
3830.1333	3476.55879	3772.75215	3824.06831	3954.5846	9896.01731	2946.89178	3581.99506	3503.15455	3503.15455	3549.24234	3541.96097	3474.65429	3474.65429	3508.21012	3508.21012	3067.26955	3165.04296	3165.04296	3660.02537	3438.56876	3438.56876	3507.28191	41.3382519
3802.14316	3466.23907	3761.81491	3723.35315	3786.26943	9761.3728	2909.3349	3552.73181	3482.29295	3482.29295	3540.52765	3498.09781	3462.07513	3462.07513	3507.25949	3507.25949	3066.65999	3172.91382	3172.91382	3626.47456	3416.01951	3416.01951	3493.89463	41.0438237
3772.43764	3460.09185	3742.53179	3609.0529	3618.30473	9592.68093	2875.94199	3518.76794	3465.00078	3465.00078	3527.95203	3449.28177	3452.01062	3452.01062	3507.59584	3507.59584	3063.81813	3176.11976	3176.11976	3589.1292	3397.36483	3397.36483	3477.49378	40.7994227
3736.09572	3459.00049	3724.79498	3509.21154	3471.14921	9403.68176	2830.71995	3484.73797	3442.71588	3442.71588	3515.84111	3402.19468	3437.48005	3437.48005	3510.09249	3510.09249	3059.50873	3180.31409	3180.31409	3547.96775	3383.70109	3383.70109	3461.49094	40.5584892
3705.95973	3448.5595	3710.17914	3420.50076	3299.0694	9210.21223	2775.2018	3452.58183	3423.63191	3423.63191	3499.4615	3362.1181	3426.42036	3426.42036	3501.6994	3501.6994	3052.22914	3186.4917	3186.4917	3513.40759	3364.84106	3364.84106	3436.59492	40.3383603
3669.75147	3440.34167	3685.38992	3347.79978	3126.15633	8987.0441	2737.27775	3427.16417	3402.92698	3402.92698	3479.08937	3324.62876	3420.64549	3420.64549	3485.05042	3485.05042	3043.94846	3187.676	3187.676	3484.05642	3351.1785	3351.1785	3407.48126	40.165531
3631.35192	3427.55038	3657.19857	3280.38931	2987.26797	8731.34732	2697.9959	3403.18396	3387.44902	3387.44902	3462.45573	3284.51324	3404.21041	3404.21041	3458.48298	3458.48298	3035.41493	3187.43348	3187.43348	3454.98466	3334.13357	3334.13357	3372.73169	40.0591466
3597.24347	3415.77462	3628.07074	3206.63214	2881.56867	8432.99747	2647.15075	3372.37793	3372.47824	3372.47824	3448.83744	3243.62353	3384.07284	3384.07284	3426.27756	3426.27756	3022.49825	3186.02169	3186.02169	3425.20095	3310.71925	3310.71925	3332.34001	39.9249052
3557.36369	3397.96937	3597.33847	3151.15571	2771.81625	8105.05867	2587.57353	3346.18401	3356.11693	3356.11693	3431.58598	3201.26007	3357.07936	3357.07936	3388.19223	3388.19223	3010.62188	3182.35933	3182.35933	3400.64393	3293.45894	3293.45894	3285.94449	39.7451963
3520.06022	3376.67966	3565.56382	3094.84839	2642.54689	7757.02477	2539.8767	3318.02452	3336.91435	3336.91435	3407.69664	3164.10413	3336.79987	3336.79987	3353.85365	3353.85365	2998.49384	3181.26442	3181.26442	3374.3143	3280.81842	3280.81842	3241.20772	39.647465
3486.49967	3349.13238	3541.05902	3028.43809	2550.17877	7434.36098	2474.27821	3284.56487	3322.3885	3322.3885	3379.28282	3121.44268	3310.187	3310.187	3322.32831	3322.32831	2983.9913	3180.46102	3180.46102	3345.93706	3261.96193	3261.96193	3205.11865	39.5202725
3460.00363	3324.71904	3522.83274	2978.99961	2481.55117	7135.50687	2415.71307	3255.56008	3311.09337	3311.09337	3357.35818	3081.13657	3288.80936	3288.80936	3285.52229	3285.52229	2971.70247	3176.11917	3176.11917	3314.82743	3240.55774	3240.55774	3172.36592	39.337435
3435.42626	3306.8595	3499.38863	2918.46991	2383.84128	6879.27008	2372.20168	3224.8821	3301.63901	3301.63901	3342.56797	3050.21046	3268.71192	3268.71192	3243.39133	3243.39133	2957.63068	3167.963	3167.963	3283.15811	3219.33293	3219.33293	3131.85328	39.23746
3404.58659	3293.6876	3476.06076	2844.61617	2266.22224	6617.98954	2348.31572	3190.26825	3294.04844	3294.04844	3330.91967	3016.21472	3253.01416	3253.01416	3198.93838	3198.93838	2948.15508	3158.93262	3158.93262	3247.84117	3199.09741	3199.09741	3096.02237	39.1578783
3379.14297	3278.66549	3454.46509	2759.7928	2132.92122	6355.22723	2322.11113	3160.53175	3284.37192	3284.37192	3313.5024	2988.38656	3228.48133	3228.48133	3148.27065	3148.27065	2938.31038	3147.36192	3147.36192	3219.02697	3177.17306	3177.17306	3055.18813	39.148558
3355.88473	3265.93851	3438.93697	2679.23117	2034.74522	6118.4907	2290.25483	3135.11468	3270.85629	3270.85629	3297.84771	2959.44933	3212.47053	3212.47053	3103.02551	3103.02551	2933.18254	3134.13661	3134.13661	3189.76668	3155.74645	3155.74645	3024.07761	39.0959034
3337.14419	3255.05084	3425.56356	2597.00537	1927.08373	5858.72412	2241.25624	3104.30718	3252.42673	3252.42673	3278.61917	2928.53473	3194.51598	3194.51598	3065.33819	3065.33819	2928.97817	3123.94612	3123.94612	3156.26808	3131.74559	3131.74559	2994.3954	39.0834199
3315.44201	3238.52725	3405.37996	2499.14646	1810.6842	5621.08636	2188.40241	3071.53056	3231.72621	3231.72621	3265.23189	2897.48765	3169.37448	3169.37448	3025.70831	3025.70831	2920.40895	3113.88014	3113.88014	3130.88318	3111.47377	3111.47377	2958.76808	39.1312692
