M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
1256.82674	2155.08572	921.65923	-8399.60411	-6444.12041	5601.69339	-181.921124	1502.67825	1334.04215	1334.04215	2078.33914	1841.1318	4051.38603	4051.38603	1648.69384	1648.69384	3399.19704	1154.0283	1154.0283	2193.88771	4285.27576	4285.27576	4140.20165	25.8776067
4515.24997	2676.95304	2714.25444	95.8263874	4357.12218	7636.90472	-889.503956	3841.05962	4741.67776	4741.67776	2762.46211	4445.26666	4033.80236	4033.80236	2376.3656	2376.3656	4181.58733	3039.42132	3039.42132	3603.47507	4919.10895	4919.10895	2880.8248	28.9808831
5042.06487	4035.49797	4365.91219	5869.78197	827.525854	6772.52531	2330.66559	2723.99883	5347.44676	5347.44676	3100.43857	4585.74282	5845.23857	5845.23857	5970.50143	5970.50143	4857.54734	3880.9397	3880.9397	2315.8784	5454.51609	5454.51609	5080.15669	37.2694852
1508.75244	2388.17175	2959.47352	2369.93432	4812.24179	916.446447	-3198.66419	2515.78728	3848.80362	3848.80362	6285.13351	1568.71964	5217.69216	5217.69216	1337.51716	1337.51716	4410.00873	4004.55327	4004.55327	3400.79381	5573.25201	5573.25201	3146.69512	22.938854
5105.76052	4401.51798	3386.90968	2817.87276	9935.07385	5849.26963	2409.35922	3946.94583	4949.76362	4949.76362	5944.14229	5584.27718	5782.35724	5782.35724	5239.83101	5239.83101	5387.42331	3352.56963	3352.56963	2924.84167	5726.31087	5726.31087	2903.79272	37.5763174
4729.61847	4578.46913	3817.50841	6843.81604	3635.5257	1709.53989	-430.221558	3720.43366	3157.36387	3157.36387	1625.97362	4084.23258	2489.49187	2489.49187	3876.25383	3876.25383	3312.95273	2234.93099	2234.93099	4252.66171	3718.6218	3718.6218	4971.95351	49.3314147
-284.564664	5220.27792	5168.64362	10516.8033	6511.13033	456.447601	51.3410568	3872.089	4968.36077	4968.36077	5035.94214	2929.18648	5174.0913	5174.0913	3582.38569	3582.38569	5539.48021	5403.9764	5403.9764	3092.32135	6176.20423	6176.20423	4470.22818	51.4003808
4771.48094	3268.20238	6125.08154	8060.8654	5610.91661	7471.61388	-5.12003899	3608.48579	6504.40651	6504.40651	2976.53261	4343.20598	5498.20606	5498.20606	4484.87205	4484.87205	5544.59566	2804.3175	2804.3175	4852.35695	4473.87108	4473.87108	4362.36518	41.5365045
2198.70281	4911.74969	4840.61571	15547.4854	10472.579	1288.84196	3007.56693	2917.09296	3246.62559	3246.62559	4143.02226	3089.14521	3985.56253	3985.56253	3475.48542	3475.48542	5432.41914	2691.67038	2691.67038	4764.04645	5344.1051	5344.1051	4755.31849	44.2719936
2472.02149	5429.65459	4567.06808	6314.34202	10947.0963	9121.92583	7345.98041	4031.6692	5263.94369	5263.94369	4404.91628	4730.72311	6002.25868	6002.25868	5239.88411	5239.88411	5681.28967	4934.75891	4934.75891	5256.8125	6127.82898	6127.82898	4463.79949	60.7392044
2995.42599	3250.51072	3128.49805	-3710.20079	4068.61424	1715.31916	-217.081904	4738.54677	2686.60537	2686.60537	1408.68861	2889.51322	2297.21221	2297.21221	2382.21055	2382.21055	2264.17727	2950.1422	2950.1422	3248.65637	2152.47164	2152.47164	3825.72653	51.8222263
2763.73492	4909.13266	3624.70342	6080.5881	6519.50836	9930.70722	7188.27486	4632.71573	5368.75122	5368.75122	4024.95962	4773.2034	4691.32337	4691.32337	4488.07769	4488.07769	4057.15412	6426.26969	6426.26969	3520.16673	5255.22871	5255.22871	4007.18417	46.0146816
3353.60611	4134.46867	3254.48406	-329.173803	3133.22067	9118.96944	3706.15244	4624.90329	5566.75103	5566.75103	3776.20357	5136.52347	3578.91186	3578.91186	6315.39489	6315.39489	3589.57707	4362.01585	4362.01585	4096.36268	4215.24436	4215.24436	4444.54026	63.0895138
3987.62459	3024.72317	4710.17809	9055.15552	4214.54072	1886.0805	1182.66225	3373.94579	4560.98576	4560.98576	2967.01866	2920.54408	5101.244	5101.244	2956.76945	2956.76945	4531.25163	3589.14631	3589.14631	2857.66274	4626.79038	4626.79038	4047.0607	38.7513511
3373.90684	2404.33907	4874.17597	2959.92136	7302.28186	3991.76478	-3764.82129	3863.83163	4413.26984	4413.26984	3964.70181	3661.31029	4595.99645	4595.99645	5354.6818	5354.6818	5516.32169	2910.34562	2910.34562	3515.13183	4229.56899	4229.56899	4516.86769	45.7510973
3937.30501	3558.59726	5685.87464	9955.616	6509.86671	1963.71078	-370.385647	4539.26765	5525.61083	5525.61083	3880.11712	3731.61696	4325.48599	4325.48599	3626.87523	3626.87523	5033.67149	3552.35533	3552.35533	3499.67069	4791.86133	4791.86133	4344.44457	54.3240037
4252.8051	4492.03156	2163.70053	3383.51727	-76.533556	4362.93483	246.762037	3879.83683	4667.01182	4667.01182	4374.03561	5549.50754	3441.16691	3441.16691	2561.84762	2561.84762	4141.18207	5777.29607	5777.29607	2300.41977	4295.66452	4295.66452	836.664425	29.3485165
266.575054	909.511867	3722.58186	1378.05223	4309.73768	-2454.77855	-4507.26271	823.717865	2572.20068	2572.20068	2736.42102	917.912036	4001.37094	4001.37094	2817.04122	2817.04122	3367.3324	1382.95806	1382.95806	2953.29945	3497.84113	3497.84113	2630.84726	12.028903
2466.58916	1471.08962	3057.96625	9035.49194	9747.51115	2112.15973	-3835.36816	1535.10244	2728.82012	2728.82012	3502.54677	2625.3276	3888.21133	3888.21133	3658.46342	3658.46342	4565.31051	2028.72913	2028.72913	4963.60202	5046.96789	5046.96789	3460.78461	16.5491267
2389.78947	4461.60525	4641.2466	14965.148	6325.90294	9002.78926	6923.18439	2518.39045	4342.65071	4342.65071	3032.8811	4266.49303	4639.13882	4639.13882	4612.62861	4612.62861	5415.42053	4222.60007	4222.60007	4934.4739	4924.65074	4924.65074	4234.53486	34.4498338
2948.47934	3898.64464	3437.49628	8071.66338	12621.5076	699.820518	631.678104	4289.08329	3940.64312	3940.64312	7127.13133	3126.00906	4010.76629	4010.76629	3528.99147	3528.99147	4680.77676	5092.6435	5092.6435	3707.42698	5635.56096	5635.56096	4389.37991	52.7758001
5255.95865	2703.58008	3688.88972	8537.26149	10800.5285	4966.24351	4669.41118	3467.48533	3866.32209	3866.32209	3090.03359	3138.68411	3857.35308	3857.35308	2789.26027	2789.26027	3314.52914	3242.41975	3242.41975	4367.37826	3911.80356	3911.80356	4036.39461	34.4476765
3764.50806	5395.99018	5769.5329	9925.48347	13880.4102	8572.30425	4318.26472	5534.63088	6524.06936	6524.06936	4189.92554	4373.68746	4194.42524	4194.42524	5828.22993	5828.22993	3936.28799	5061.03672	5061.03672	6114.58214	3973.03884	3973.03884	5862.89926	67.2506499
3022.45665	4475.20113	4177.23485	7883.15058	7759.90844	-1275.24376	1181.56791	3716.07499	3794.72371	3794.72371	3908.43682	2666.79058	3826.89549	3826.89549	2646.25205	2646.25205	3178.55947	3941.95341	3941.95341	3801.24446	4270.29318	4270.29318	4553.44535	47.7735832
1415.46251	2744.31047	3792.96791	-3456.48766	4907.0406	1247.60509	-3258.38149	3729.27963	4101.44539	4101.44539	3075.58681	2426.22565	3861.2798	3861.2798	4578.71519	4578.71519	2515.11694	5106.92948	5106.92948	2456.08843	3366.03568	3366.03568	3883.0941	43.8487585
3715.55394	4165.15048	3452.25167	2698.53115	6731.45056	8930.30763	6383.93879	4434.01667	6161.66864	6161.66864	6625.1741	4895.60671	5011.68429	5011.68429	5396.56551	5396.56551	4971.18758	5156.67668	5156.67668	4099.0579	4594.5708	4594.5708	4057.4949	60.4995396
2155.0956	1289.72448	4331.89137	9043.34307	6554.55709	7362.89024	4201.47777	1892.16907	4462.293	4462.293	3165.52624	1867.13187	5524.38758	5524.38758	2305.09443	2305.09443	4338.20618	2870.03744	2870.03744	5775.44497	4818.22018	4818.22018	4414.05229	25.3518227
4460.88151	3504.8065	4752.72712	7160.99024	4677.49238	2852.38624	2061.02014	3616.09052	4349.63968	4349.63968	4752.62445	2995.39914	4574.09866	4574.09866	3722.30246	3722.30246	3860.77026	4063.51142	4063.51142	3230.64488	3656.9047	3656.9047	4332.84525	40.8756407
213.331411	2195.92395	3117.99599	3836.73072	4977.27633	-4231.75931	-4355.99923	2197.12669	1792.15599	1792.15599	4536.54942	730.594404	2340.47702	2340.47702	3217.64912	3217.64912	2919.64183	3186.53418	3186.53418	2639.45868	3232.97218	3232.97218	3616.27876	35.140532
3908.47193	2328.9699	3577.91992	5404.19102	4247.47348	5901.34859	1687.2108	3351.10444	4311.32186	4311.32186	5914.25208	3809.11738	4122.94635	4122.94635	4169.88474	4169.88474	4750.49365	4538.56722	4538.56722	2392.44884	4204.98483	4204.98483	3181.68161	30.1407368
2230.73268	3942.94298	2407.21353	8084.13506	8132.51019	-1148.58747	-160.732865	2866.63235	2285.40577	2285.40577	2321.23298	3101.07646	2012.49734	2012.49734	2124.17082	2124.17082	2900.05777	4193.89829	4193.89829	3060.05722	3184.71023	3184.71023	2081.22303	27.9320324
3382.63805	4255.4239	3018.53346	3736.92989	952.597857	-783.509612	2091.62593	3684.81046	2741.30015	2741.30015	3993.19293	3362.51376	2190.91249	2190.91249	4548.97014	4548.97014	3311.09779	2878.78015	2878.78015	2571.21052	2652.0464	2652.0464	3727.09927	62.177691
3187.83798	3760.43293	3849.49962	-2213.72664	7977.53453	8464.90741	891.709328	5038.61936	5171.33796	5171.33796	4002.4027	4618.07865	4753.41369	4753.41369	5167.07222	5167.07222	3311.00633	4420.43761	4420.43761	4832.65309	5472.64589	5472.64589	5047.45649	53.8993373
1921.38659	4591.28137	5748.6592	13631.5155	10946.4002	2742.50269	1697.53313	4236.04341	4905.60217	4905.60217	4572.47031	3703.46131	4579.81364	4579.81364	4851.97015	4851.97015	5542.92513	5309.60218	5309.60218	3070.46368	4385.19797	4385.19797	4167.12874	48.7503643
2797.59317	4728.09516	5506.84491	-2509.5892	7705.8363	1842.35334	1137.67982	5321.99222	4482.23023	4482.23023	2323.84987	3571.46733	4451.6089	4451.6089	3034.20319	3034.20319	3045.45289	3028.23919	3028.23919	4148.84611	3581.75489	3581.75489	4580.55567	61.644604
2948.68439	3395.55562	2096.75321	4535.55107	2703.82047	4738.08527	389.01329	3224.72868	2159.46047	2159.46047	4785.20221	4355.61844	3917.9257	3917.9257	4135.31367	4135.31367	4940.06379	3945.28621	3945.28621	2830.81	5622.91778	5622.91778	3487.65418	34.6650951
