M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
2461.43387	1100.27656	1359.99634	-1084.53155	2066.51688	706.90155	-683.302879	2170.01121	3944.27776	3944.27776	2636.65017	2373.34185	1697.66582	1697.66582	778.893384	778.893384	694.097733	3531.03022	3531.03022	2676.20334	2301.61528	2301.61528	1270.08221	22.9616551
3078.38736	1303.49694	582.958985	1454.26512	3497.75672	-2239.4681	321.809053	2542.94392	2166.54593	2166.54593	761.983438	1851.10853	1128.22753	1128.22753	979.388595	979.388595	1060.88677	3414.19585	3414.19585	3061.0105	2834.88926	2834.88926	291.065927	25.1309281
1759.38807	2062.52454	390.534527	-812.006593	789.35504	-802.237988	109.622478	2495.37208	3261.85896	3261.85896	1345.89432	2137.90168	1831.85299	1831.85299	764.643545	764.643545	1190.44221	2237.1655	2237.1655	1431.50045	3674.86397	3674.86397	1450.42672	19.3102033
2729.04937	1578.22651	1666.30098	-1183.50625	3455.03926	849.233866	-125.476122	3601.66498	3220.47829	3220.47829	1038.19258	2587.28181	789.308107	789.308107	692.655047	692.655047	2173.18321	3287.64748	3287.64748	3169.42759	2557.75508	2557.75508	283.638349	17.1866483
1226.90127	847.007599	2558.81252	-2234.07745	516.273975	4246.1288	2348.78659	2177.6211	3942.22514	3942.22514	2940.83418	2577.42678	1945.20364	1945.20364	1894.47233	1894.47233	1290.53968	4187.41384	4187.41384	2673.57273	2408.05469	2408.05469	1485.465	34.1262624
1741.23791	1615.54134	2247.05519	-4917.21809	200.56963	-1660.72547	381.153822	2390.37085	3554.11586	3554.11586	2975.25242	2698.61067	1017.28547	1017.28547	1825.67995	1825.67995	1820.78563	2476.9729	2476.9729	1920.98902	1873.10797	1873.10797	753.758303	29.7744153
3419.34553	2748.0882	1781.89321	4416.36324	6722.27383	2086.41648	1113.03091	3428.4656	4082.39918	4082.39918	1495.78132	2778.95737	1766.02079	1766.02079	1741.46318	1741.46318	2456.0427	4669.85604	4669.85604	3814.40632	4188.32994	4188.32994	1407.17416	33.6928047
3247.12539	1239.03048	1282.15906	2339.69927	4170.64667	792.20295	4695.00065	3004.92224	2563.00891	2563.00891	3108.20263	2973.72971	1735.66898	1735.66898	2115.73583	2115.73583	2326.10813	3484.96545	3484.96545	3174.83248	2652.57128	2652.57128	1270.85308	38.7187544
3360.65233	1400.34421	1959.5656	3444.47136	274.746418	-4047.00041	-816.6641	2085.95006	3222.656	3222.656	1741.31182	2639.73455	1001.0314	1001.0314	1618.85659	1618.85659	1511.6241	3065.03135	3065.03135	2339.02172	1353.73922	1353.73922	1246.58174	32.7149553
3413.82321	1954.04328	2133.4629	2437.8264	4032.6333	7784.63483	5995.26525	4095.89445	3545.07957	3545.07957	3154.02487	3988.85315	3257.16689	3257.16689	2541.73779	2541.73779	2281.0114	4139.93493	4139.93493	3284.63981	4600.47048	4600.47048	2274.08659	51.7464542
3312.1626	2325.01042	2147.19347	825.504065	2424.88146	624.63522	422.844887	2467.39905	3009.09592	3009.09592	3143.92821	2890.02011	2828.15077	2828.15077	3115.10841	3115.10841	1035.83629	3047.99114	3047.99114	2401.01231	2922.69258	2922.69258	500.425908	50.8157835
4320.36168	1525.52903	1991.15777	8002.5804	4191.42962	2058.73489	808.702707	2906.18227	3948.29093	3948.29093	1767.0198	4060.49667	1945.00065	1945.00065	2076.80742	2076.80742	1233.7324	4336.23411	4336.23411	4059.26693	3055.30319	3055.30319	1183.45397	49.3279645
3372.70779	2138.45621	3612.20569	1107.61881	3024.98579	3915.39216	7727.86975	4005.91401	3123.56168	3123.56168	3486.03055	3097.96287	2880.43829	2880.43829	2266.28418	2266.28418	2715.93206	3199.16586	3199.16586	2881.93682	2806.03494	2806.03494	2324.63763	39.6862948
2825.18176	2698.1088	2523.50384	-816.180706	4600.81935	4257.16043	1431.28157	2169.52645	3865.54081	3865.54081	2201.92011	2484.02192	2423.27375	2423.27375	2167.04573	2167.04573	1636.14611	3679.37311	3679.37311	3623.86048	2890.16615	2890.16615	1626.19283	33.69286
2781.95412	3711.10646	3175.33848	-684.766173	7400.12646	2238.89828	-279.603004	2698.44958	4764.83775	4764.83775	3721.87406	3076.75518	2367.83089	2367.83089	3181.28773	3181.28773	3038.08389	3921.30925	3921.30925	2659.44519	3636.14695	3636.14695	2266.8036	35.0067987
2969.02554	2059.5148	2431.98681	2246.66715	-954.939127	-711.382627	656.603575	3239.52184	2424.23957	2424.23957	2537.47501	3497.65997	1905.23859	1905.23859	2517.65697	2517.65697	2557.83327	2902.83087	2902.83087	3157.02487	3102.88625	3102.88625	1584.97739	31.5427322
4432.67304	2648.99447	4306.45424	4186.1546	4441.7417	4198.16375	6320.92357	4433.14629	3528.01989	3528.01989	3665.80084	3599.26776	3185.98865	3185.98865	3100.85813	3100.85813	2731.44394	3582.04964	3582.04964	3732.43571	3704.53408	3704.53408	2892.98411	50.6117749
4091.36761	3200.1572	3828.6628	-74.9891996	5319.57865	3772.1014	469.613075	2363.58301	4054.09394	4054.09394	2729.99823	2551.70169	1984.66063	1984.66063	2701.4419	2701.4419	1860.99749	3785.92848	3785.92848	3709.26008	1832.94229	1832.94229	2478.97654	42.8410988
3765.03825	3201.9251	3108.73577	-990.517139	1933.43163	6146.09003	-304.992199	3744.07575	2313.15589	2313.15589	1675.60014	3658.68352	2403.7869	2403.7869	2661.98758	2661.98758	2518.49401	3022.12207	3022.12207	3726.68739	3473.09587	3473.09587	1681.07378	34.9406166
4780.30656	3246.59786	1764.01567	4419.13009	6208.21834	106.215477	1830.35493	1945.00331	3431.11184	3431.11184	2827.53266	2678.72212	2772.64994	2772.64994	2483.16585	2483.16585	3434.77923	3995.39042	3995.39042	3960.39065	3617.54685	3617.54685	2380.20883	43.3082042
4266.00975	4548.89225	2877.20167	-5267.63886	5229.33602	3559.53455	403.623581	2292.16387	4323.44164	4323.44164	2831.78157	3506.67914	2139.49535	2139.49535	2098.30956	2098.30956	2221.40032	1440.82042	1440.82042	2390.93423	2261.39915	2261.39915	2820.08902	35.9320695
3168.38432	1643.17993	3812.72399	4873.36755	-783.850551	5523.58866	4478.65486	3570.71763	3361.68587	3361.68587	3546.96962	3069.96122	4235.02138	4235.02138	3086.87751	3086.87751	3331.58735	4666.72209	4666.72209	4394.16138	4318.61267	4318.61267	2038.87064	45.4981436
