M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
2476.6454	2374.16281	2760.70011	1420.54439	1004.25482	2745.77498	-1223.66428	2606.49264	2713.16337	2713.16337	2403.20802	2262.67934	2450.52908	2450.52908	2546.38767	2546.38767	2369.62343	1691.61257	1691.61257	2810.4777	2755.40556	2755.40556	2165.02955	32.8481666
2277.30388	2112.94517	3031.27991	2632.53927	1988.97004	716.750622	-1477.32854	2837.60513	2570.61306	2570.61306	2374.97919	2595.58432	2143.75076	2143.75076	2880.34358	2880.34358	2339.66653	2116.6934	2116.6934	2550.45336	2492.13383	2492.13383	2078.67283	38.4331867
2472.98304	2576.82312	2837.99075	774.122477	1211.97581	2065.28425	-1044.92188	2820.46579	2734.1247	2734.1247	2257.02086	2531.90342	2343.07561	2343.07561	2685.70195	2685.70195	2671.35047	2042.89857	2042.89857	2576.00438	2590.72791	2590.72791	2388.23253	31.0263498
2433.98101	2265.74233	2857.35177	1060.94718	1715.87467	1362.64563	-725.688934	2978.09634	2634.23524	2634.23524	2452.37694	2661.06114	2413.87324	2413.87324	2689.34367	2689.34367	2345.64823	1959.98352	1959.98352	2506.59478	2563.4087	2563.4087	2456.74062	37.739543
2502.3944	2157.70172	2853.91334	2444.31257	1389.07909	1693.62664	-706.176758	2759.06085	2797.69762	2797.69762	2453.91898	2614.23251	2432.45209	2432.45209	2639.40912	2639.40912	2569.9675	2051.70797	2051.70797	2586.87199	2537.61663	2537.61663	2355.12634	34.3512762
2137.05741	1880.50927	3182.70659	3473.54054	437.361002	966.556072	-2262.65669	3031.02912	2712.85299	2712.85299	2638.06372	2951.23474	2360.32706	2360.32706	2972.01964	2972.01964	2288.16279	2244.32044	2244.32044	2778.36581	2829.911	2829.911	1993.84915	32.9555328
2517.52243	2013.92107	2839.06825	3091.91704	1627.17462	1992.96117	-1414.29901	3045.64525	2677.59594	2677.59594	2673.16823	2646.28893	2562.42974	2562.42974	2674.65318	2674.65318	2179.04749	2118.19708	2118.19708	2606.36165	2634.77989	2634.77989	2427.36924	33.8197932
2466.20014	2124.87789	3209.94762	3267.05337	656.201839	1890.17892	-1923.62309	3068.88845	2766.17434	2766.17434	2299.76654	2773.13676	2568.52917	2568.52917	2605.29802	2605.29802	2616.67753	2261.14084	2261.14084	2706.47829	2426.81781	2426.81781	2290.65842	36.7402252
2519.78231	2234.9813	2881.24848	2638.00621	1054.78525	-36.7343426	-1323.9181	3386.39572	2747.47451	2747.47451	2585.29115	3076.05947	2384.31937	2384.31937	2941.31009	2941.31009	2586.77345	2360.45172	2360.45172	2348.86096	2534.83142	2534.83142	2674.52543	36.7351606
2123.80379	1771.29527	2882.96386	2563.59816	776.113272	1097.47171	-2358.65474	2909.34542	2794.35271	2794.35271	2499.97283	2975.77524	2539.99379	2539.99379	2690.77846	2690.77846	2232.89224	2355.45856	2355.45856	2468.39276	2726.47217	2726.47217	2170.21744	32.9658349
2548.3438	2558.86592	2746.91157	1993.42012	664.724112	79.4708729	-140.410066	2895.04263	2418.93868	2418.93868	2333.80167	2621.29731	2355.70536	2355.70536	2708.89676	2708.89676	2643.86338	2184.18537	2184.18537	2493.63221	2586.85871	2586.85871	2519.83483	34.0831424
2450.18949	2202.33346	2876.92492	2469.36679	170.650482	1348.46568	-1704.09262	3085.19252	2566.45502	2566.45502	2494.74039	2972.01374	2507.87792	2507.87792	2645.46015	2645.46015	2365.78241	2138.93492	2138.93492	2699.58667	2945.73957	2945.73957	2738.93361	36.64993
2376.23549	2068.31298	2803.12552	1955.10864	-115.042329	862.209797	-868.713856	2835.10169	2627.63306	2627.63306	2428.63925	2870.13156	2576.63193	2576.63193	2673.18564	2673.18564	2487.08137	2459.38834	2459.38834	2704.67705	2751.8978	2751.8978	2513.50926	33.2290699
