M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
2526.23712	2526.23712	2526.23712	4.99844551	4.99844551	4.99844551	4.99844551	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	2526.23712	31.0144955
2527.55802	2526.77026	2527.05556	6.36339188	4.47869301	8.86440277	5.2511692	2526.6425	2527.3509	2527.3509	2526.18814	2526.43214	2527.23318	2527.23318	2527.46449	2527.46449	2527.49931	2527.05851	2527.05851	2526.65136	2526.76613	2526.76613	2526.80773	31.0331568
2528.21567	2526.33743	2530.87873	-9.72211361	4.68850136	2.06232071	4.61101532	2528.53816	2527.10159	2527.10159	2524.3838	2525.91493	2526.03885	2526.03885	2531.6662	2531.6662	2528.37146	2528.03157	2528.03157	2526.59559	2529.36162	2529.36162	2524.21489	31.0656152
2529.65401	2526.99066	2535.4218	-36.9286537	-2.06232071	-10.5470419	-1.36017799	2529.88827	2525.58035	2525.58035	2522.43239	2525.29416	2524.16636	2524.16636	2536.91944	2536.91944	2531.01652	2528.73318	2528.73318	2524.79583	2533.49429	2533.49429	2518.03403	31.1258373
2531.25639	2527.30989	2539.2727	-60.8068705	-11.5269423	-21.1125612	-9.76860523	2530.23613	2523.26721	2523.26721	2521.82357	2525.11949	2521.10455	2521.10455	2541.68173	2541.68173	2533.09952	2529.60061	2529.60061	2523.02351	2538.56726	2538.56726	2512.55066	31.1730056
2533.87224	2529.79032	2547.89032	-126.268268	-37.7076864	-51.0549545	-29.5448303	2531.70721	2519.15505	2519.15505	2516.64542	2525.75	2514.47995	2514.47995	2553.69618	2553.69618	2538.98297	2530.93007	2530.93007	2515.60155	2549.37881	2549.37881	2496.50327	31.3210166
2534.67151	2528.63552	2547.23592	-112.606287	-34.1767073	-44.5568562	-22.7034092	2531.66355	2519.63627	2519.63627	2518.52602	2525.24931	2514.86277	2514.86277	2551.69962	2551.69962	2538.35099	2531.51573	2531.51573	2518.61365	2548.87753	2548.87753	2501.189	31.28591
2536.23435	2528.21449	2551.49545	-134.375095	-43.7796116	-55.5109978	-26.3941288	2533.33172	2518.45034	2518.45034	2515.71455	2524.69655	2512.31168	2512.31168	2555.94381	2555.94381	2540.37794	2532.46075	2532.46075	2517.21264	2552.23601	2552.23601	2496.11205	31.336639
2536.57454	2528.49832	2552.19795	-127.915144	-33.493638	-51.3720512	-15.9293413	2534.25845	2518.41966	2518.41966	2515.88347	2522.12658	2513.03247	2513.03247	2556.06065	2556.06065	2539.80378	2533.94216	2533.94216	2518.46967	2551.23758	2551.23758	2498.62611	31.3284423
2536.95632	2529.4221	2556.21319	-145.597458	-29.2742252	-59.2648983	-12.5920773	2536.53235	2517.19847	2517.19847	2513.49377	2519.82141	2511.48202	2511.48202	2560.77691	2560.77691	2540.91078	2535.952	2535.952	2517.16218	2553.75873	2553.75873	2495.28991	31.3698857
