M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
1932.22086	839.214039	4300.80594	-1271.08216	792.248249	-2901.63219	3375.38958	613.923046	3082.73776	3082.73776	2451.61927	2657.66018	3839.66407	3839.66407	2166.50728	2166.50728	3510.04764	4397.83466	4397.83466	2467.29608	4635.78359	4635.78359	2660.22115	54.3204671
1932.23134	839.236905	4300.82069	-1271.0011	792.299509	-2901.58391	3375.41342	613.930311	3082.76461	3082.76461	2451.63225	2657.68939	3839.66407	3839.66407	2166.52011	2166.52011	3510.05591	4397.86535	4397.86535	2467.33414	4635.78447	4635.78447	2660.22115	54.3204118
1932.31085	839.197295	4300.79768	-1271.31939	792.694092	-2901.09336	3375.02241	613.905307	3082.77642	3082.77642	2451.65585	2657.52859	3839.92754	3839.92754	2166.53309	2166.53309	3509.97742	4397.70868	4397.70868	2467.17836	4635.73609	4635.73609	2660.26807	54.3217566
1932.31085	839.180699	4300.78588	-1271.38853	792.720318	-2901.06833	3374.96519	613.897635	3082.76343	3082.76343	2451.6532	2657.49673	3839.95292	3839.95292	2166.52867	2166.52867	3509.96503	4397.67681	4397.67681	2467.14089	4635.73137	4635.73137	2660.27043	54.3219433
1932.25686	839.221046	4300.8083	-1271.13461	792.41395	-2901.44205	3375.2799	613.918583	3082.76048	3082.76048	2451.63963	2657.63333	3839.74255	3839.74255	2166.52424	2166.52424	3510.03289	4397.81076	4397.81076	2467.2713	4635.77061	4635.77061	2660.23797	54.3208508
1932.25243	839.205999	4300.8024	-1271.17157	792.415142	-2901.43371	3375.25249	613.915707	3082.75045	3082.75045	2451.63254	2657.60884	3839.76202	3839.76202	2166.51568	2166.51568	3510.02109	4397.78627	4397.78627	2467.24946	4635.76618	4635.76618	2660.23768	54.3209615
1932.30053	839.207474	4300.80122	-1271.26455	792.665482	-2901.15476	3375.0689	613.906339	3082.7776	3082.7776	2451.6591	2657.55751	3839.88594	3839.88594	2166.53766	2166.53766	3509.99159	4397.73818	4397.73818	2467.20196	4635.74494	4635.74494	2660.25921	54.3215837
1932.32959	839.191247	4300.79001	-1271.40164	792.765617	-2901.00515	3374.94373	613.897894	3082.77583	3082.77583	2451.66323	2657.49909	3839.97091	3839.97091	2166.53899	2166.53899	3509.96798	4397.67976	4397.67976	2467.14059	4635.72989	4635.72989	2660.27987	54.3220193
1932.29315	839.192722	4300.79296	-1271.31104	792.610645	-2901.19708	3375.0701	613.904901	3082.76048	3082.76048	2451.64671	2657.53951	3839.88417	3839.88417	2166.52542	2166.52542	3509.98687	4397.71841	4397.71841	2467.18161	4635.74464	4635.74464	2660.26069	54.3215837
1932.27427	839.212121	4300.80417	-1271.1966	792.51647	-2901.31986	3375.1905	613.913457	3082.76579	3082.76579	2451.64523	2657.59675	3839.80716	3839.80716	2166.52763	2166.52763	3510.01342	4397.77506	4397.77506	2467.23855	4635.75881	4635.75881	2660.24712	54.3211793
2816.763	1365.81385	3358.00314	-2509.58502	-2208.6668	-158.577561	1713.88626	1065.06075	3112.53681	3112.53681	1956.08468	2899.16349	3263.12144	3263.12144	2187.99024	2187.99024	2549.22391	3040.13975	3040.13975	2116.9225	3846.62738	3846.62738	2541.12646	57.0744585
2816.73379	1365.80648	3357.9996	-2509.54449	-2208.86707	-158.742666	1714.0007	1065.06724	3112.52088	3112.52088	1956.05562	2899.19181	3263.04119	3263.04119	2187.96723	2187.96723	2549.22244	3040.15332	3040.15332	2116.94507	3846.63092	3846.63092	2541.10876	57.0741577
2816.73733	1365.8053	3357.99783	-2509.57072	-2208.85396	-158.731341	1713.98282	1065.06532	3112.51999	3112.51999	1956.05724	2899.18532	3263.04827	3263.04827	2187.96885	2187.96885	2549.22362	3040.1486	3040.1486	2116.93518	3846.63151	3846.63151	2541.11259	57.0741992
2816.74028	1365.80131	3357.99665	-2509.59158	-2208.81701	-158.703327	1713.95183	1065.06252	3112.51793	3112.51793	1956.06019	2899.17146	3263.06893	3263.06893	2187.96944	2187.96944	2549.22155	3040.13916	3040.13916	2116.92309	3846.63033	3846.63033	2541.11525	57.0742753
2816.7037	1365.7873	3357.98898	-2509.57012	-2209.0584	-158.905387	1714.077	1065.06915	3112.49344	3112.49344	1956.02375	2899.19536	3262.97746	3262.97746	2187.93949	2187.93949	2549.21919	3040.14624	3040.14624	2116.93754	3846.63564	3846.63564	2541.09696	57.0739572
2816.70665	1365.79748	3357.9937	-2509.53019	-2209.05244	-158.900023	1714.09488	1065.0721	3112.50288	3112.50288	1956.02847	2899.21247	3262.96714	3262.96714	2187.94495	2187.94495	2549.22244	3040.161	3040.161	2116.95643	3846.63623	3846.63623	2541.0946	57.0739019
2816.70192	1365.79526	3357.99252	-2509.53674	-2209.11205	-158.943534	1714.1223	1065.07314	3112.49875	3112.49875	1956.02065	2899.21955	3262.94442	3262.94442	2187.93846	2187.93846	2549.22421	3040.16336	3040.16336	2116.95908	3846.638	3846.638	2541.09401	57.0738189
2816.71727	1365.79998	3357.99665	-2509.54151	-2208.99403	-158.842206	1714.06269	1065.07048	3112.51026	3112.51026	1956.03703	2899.20539	3262.99369	3262.99369	2187.95144	2187.95144	2549.22332	3040.15746	3040.15746	2116.95259	3846.63446	3846.63446	2541.10168	57.0739849
2816.69868	1365.77461	3357.98308	-2509.60946	-2209.04291	-158.898234	1714.04719	1065.06591	3112.48252	3112.48252	1956.01933	2899.16998	3262.999	3262.999	2187.93463	2187.93463	2549.21211	3040.12618	3040.12618	2116.91438	3846.63387	3846.63387	2541.09696	57.0740644
2816.74323	1365.81415	3358.00314	-2509.53853	-2208.81402	-158.702135	1713.97686	1065.06657	3112.52973	3112.52973	1956.0655	2899.19358	3263.05565	3263.05565	2187.97637	2187.97637	2549.2248	3040.15687	3040.15687	2116.94817	3846.62974	3846.62974	2541.1123	57.0742096
2964.88402	2709.00238	2611.93943	-1871.07325	-2337.06236	2584.12004	-201.59483	2128.9694	2794.57193	2794.57193	2040.97622	2792.17559	2595.01311	2595.01311	2661.97371	2661.97371	2205.85598	2392.12444	2392.12444	2256.10637	3199.2824	3199.2824	1627.43083	49.1057338
2964.88992	2709.01153	2611.94238	-1871.05	-2337.0409	2584.13672	-201.593637	2128.96969	2794.57901	2794.57901	2040.98212	2792.18503	2595.01193	2595.01193	2661.9802	2661.9802	2205.85863	2392.13299	2392.13299	2256.117	3199.28181	3199.28181	1627.43083	49.1057199
2964.89494	2709.02244	2611.94592	-1871.02675	-2337.06057	2584.13196	-201.569796	2128.97264	2794.58845	2794.58845	2040.98537	2792.20657	2594.9901	2594.9901	2661.98433	2661.98433	2205.86454	2392.14834	2392.14834	2256.13411	3199.2827	3199.2827	1627.43187	49.1056404
2964.91264	2709.03779	2611.95419	-1870.99516	-2336.99024	2584.19752	-201.585293	2128.97264	2794.60616	2794.60616	2041.00263	2792.22103	2595.00426	2595.00426	2662.00085	2662.00085	2205.87162	2392.16279	2392.16279	2256.15181	3199.28093	3199.28093	1627.43909	49.1056577
2964.91146	2709.03159	2611.95389	-1870.99516	-2336.9348	2584.22136	-201.622248	2128.9691	2794.60143	2794.60143	2041.00499	2792.20096	2595.03524	2595.03524	2662.00203	2662.00203	2205.86616	2392.1504	2392.1504	2256.14119	3199.27975	3199.27975	1627.43659	49.1057476
2964.92326	2709.03189	2611.95478	-1871.02258	-2336.85553	2584.28097	-201.666355	2128.96409	2794.60557	2794.60557	2041.01708	2792.1871	2595.06887	2595.06887	2662.01147	2662.01147	2205.87029	2392.14421	2392.14421	2256.12732	3199.27945	3199.27945	1627.44735	49.1058755
2964.90349	2709.01595	2611.9471	-1871.05	-2336.94971	2584.20587	-201.635361	2128.96615	2794.58786	2794.58786	2040.99702	2792.17766	2595.04704	2595.04704	2661.9923	2661.9923	2205.86217	2392.13152	2392.13152	2256.11522	3199.28063	3199.28063	1627.43924	49.1058167
2964.89848	2709.013	2611.94504	-1871.05596	-2336.9813	2584.18083	-201.624632	2128.96674	2794.58314	2794.58314	2040.99112	2792.17677	2595.03731	2595.03731	2661.98728	2661.98728	2205.86011	2392.12975	2392.12975	2256.11257	3199.28122	3199.28122	1627.43644	49.105796
2964.88756	2709.01654	2611.94297	-1871.03391	-2337.10051	2584.10096	-201.553106	2128.97353	2794.58137	2794.58137	2040.97725	2792.20421	2594.97977	2594.97977	2661.97725	2661.97725	2205.86099	2392.1445	2392.1445	2256.13027	3199.28299	3199.28299	1627.42818	49.1056093
2964.91264	2709.031	2611.9533	-1871.0047	-2336.93242	2584.22494	-201.624632	2128.96881	2794.60143	2794.60143	2041.00602	2792.19919	2595.03731	2595.03731	2662.00233	2662.00233	2205.8669	2392.14922	2392.14922	2256.13765	3199.28004	3199.28004	1627.43909	49.105758
2759.62409	3175.40634	2185.14735	-66.4234161	-630.337	2745.02039	-1570.40775	2478.01691	2571.75487	2571.75487	2549.53489	2714.90354	2149.38888	2149.38888	2709.22661	2709.22661	2037.43438	2391.49069	2391.49069	2196.06571	2492.53612	2492.53612	2262.48476	38.2944199
