M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
1911.05256	2679.84712	2165.64236	-1650.97773	1847.92638	-3569.35978	-9194.37721	2365.47807	2085.58244	2085.58244	2718.7807	3211.48095	2568.42236	2568.42236	2957.62744	2957.62744	3216.82566	2693.1453	2693.1453	2430.28191	2825.40864	2825.40864	2665.90162	32.3768574
1948.50827	2706.83293	2219.5026	-1582.05748	2004.88806	-3450.70183	-9017.83139	2395.18802	2110.99272	2110.99272	2752.25421	3243.98437	2609.90688	2609.90688	3002.90592	3002.90592	3244.63641	2747.86043	2747.86043	2470.76313	2864.82786	2864.82786	2683.53309	32.9800676
1982.77869	2751.45435	2262.86197	-1465.71219	2222.23878	-3496.63258	-8803.40546	2460.82933	2136.01148	2136.01148	2792.27266	3287.47547	2655.28302	2655.28302	3077.09271	3077.09271	3272.0937	2799.81632	2799.81632	2493.30294	2913.42026	2913.42026	2725.3159	33.3259163
1994.14965	2794.50643	2301.58784	-1259.0456	2276.24416	-3334.49304	-8727.79563	2502.61671	2150.09005	2150.09005	2833.47571	3292.03182	2682.90288	2682.90288	3105.18257	3105.18257	3295.66321	2826.81924	2826.81924	2536.41079	2947.35404	2947.35404	2772.47557	33.7311678
2010.76013	2851.8799	2325.69315	-1100.57294	2340.04974	-3253.06833	-8604.26441	2562.27101	2171.70062	2171.70062	2877.93898	3302.41438	2701.50239	2701.50239	3143.95505	3143.95505	3324.35526	2823.06718	2823.06718	2570.23334	2965.76414	2965.76414	2810.76891	34.0198365
2031.47657	2866.13903	2365.07431	-1037.83607	2381.68597	-3131.66738	-8471.60935	2589.98735	2188.71988	2188.71988	2913.65748	3313.79832	2721.37147	2721.37147	3147.96056	3147.96056	3345.82731	2851.58073	2851.58073	2600.40886	2959.91107	2959.91107	2829.82308	34.2404563
2052.97075	2876.46111	2400.88102	-902.099013	2495.31984	-3220.72625	-8327.28177	2646.70995	2206.07785	2206.07785	2912.174	3341.41995	2757.22627	2757.22627	3205.78957	3205.78957	3352.44512	2898.55895	2898.55895	2630.21145	2978.29107	2978.29107	2846.88364	34.4544455
2067.09859	2885.94704	2433.15489	-738.225579	2546.45944	-3109.94625	-8257.54642	2676.20098	2222.90622	2222.90622	2922.24057	3346.1728	2785.90858	2785.90858	3240.32613	3240.32613	3367.00697	2916.79673	2916.79673	2675.1521	2983.69626	2983.69626	2865.38933	34.6755285
2084.12522	2906.30442	2445.09115	-679.725409	2498.60764	-2992.27238	-8164.25443	2706.55884	2247.16406	2247.16406	2961.92887	3346.15805	2801.14932	2801.14932	3237.5483	3237.5483	3404.46002	2924.08872	2924.08872	2694.58688	2959.4213	2959.4213	2908.90345	34.7084917
2100.84915	2904.55127	2465.01894	-695.700049	2499.69482	-3004.94432	-7987.67611	2725.61448	2266.92412	2266.92412	2963.17189	3355.37519	2828.1074	2828.1074	3257.94167	3257.94167	3414.34484	2947.53667	2947.53667	2711.74923	2955.15675	2955.15675	2911.5196	34.7493646
2090.10589	2929.50689	2474.74341	-358.294845	2356.745	-2729.37775	-8111.42862	2751.21389	2269.44615	2269.44615	3001.53249	3302.02286	2811.22947	2811.22947	3237.55862	3237.55862	3444.15746	2914.54172	2914.54172	2727.39654	2926.53758	2926.53758	2971.67503	34.9102082
