M1	M2	M3	At	Ab	Atau	mu	mA	meL	mmuL	mtauL	meR	mmuR	mtauR	mqL1	mqL2	mqL3	muR	mcR	mtR	mdR	msR	mbR	tanb
-438.571906	4215.75153	3838.56385	-8672.43364	12600.801	6228.5006	-7955.62506	2040.99613	5110.42456	5110.42456	3390.37467	1768.05747	3563.25098	3563.25098	5414.49056	5414.49056	1533.54314	3597.00508	3597.00508	4036.74217	3578.98031	3578.98031	4284.90873	26.407553
-445.31504	4566.55883	4210.60805	-8321.2474	14694.3069	7722.88799	-7685.01759	2250.82186	5487.56621	5487.56621	3701.19921	1926.90493	3862.5063	3862.5063	5817.62137	5817.62137	1706.11541	3919.60656	3919.60656	4370.88927	3871.27232	3871.27232	4637.48599	28.2399709
-209.504031	3553.2977	3287.60588	-8260.61934	8810.61435	3473.29855	-7697.99054	1803.16006	4182.34559	4182.34559	2824.85927	1550.67363	2961.44825	2961.44825	4433.52365	4433.52365	1423.30873	3064.43802	3064.43802	3426.55166	2980.99248	2980.99248	3573.05083	22.6615417
-274.880616	4297.78706	4029.93847	-7820.09691	13166.4658	6588.51862	-7323.22454	2185.95784	5037.1825	5037.1825	3470.07168	1860.74847	3590.67463	3590.67463	5353.99494	5353.99494	1721.30083	3709.23382	3709.23382	4140.03908	3595.01767	3595.01767	4327.86079	26.7435715
-277.792063	4747.56299	4501.88895	-7379.11522	15902.009	8488.33561	-6973.2058	2439.42898	5533.95995	5533.95995	3865.96863	2065.77443	3960.87658	3960.87658	5892.39706	5892.39706	1938.55632	4106.34782	4106.34782	4576.91219	3958.77381	3958.77381	4774.51723	29.0757537
-86.7640808	3688.02997	3516.64068	-7516.64177	9792.22775	4005.69916	-7138.53121	1936.34232	4212.44086	4212.44086	2951.44452	1646.03492	3030.74706	3030.74706	4497.33791	4497.33791	1608.50707	3194.35223	3194.35223	3581.34183	3051.91787	3051.91787	3670.3504	23.0707515
-182.450285	4945.50438	4800.083	-6659.48272	17377.3742	9413.71202	-6445.37598	2613.94307	5696.95351	5696.95351	4073.80016	2190.24702	4108.14345	4108.14345	6072.13017	6072.13017	2156.31044	4292.19688	4292.19688	4786.98221	4113.07156	4113.07156	4946.53172	29.7909107
40.3633796	3403.20697	3305.13409	-7206.76661	8342.62013	2938.01904	-6939.83078	1857.46612	3839.05835	3839.05835	2741.51553	1567.38693	2771.82028	2771.82028	4087.61584	4087.61584	1608.44659	2957.47815	2957.47815	3319.26399	2798.01921	2798.01921	3354.74882	21.362999
-101.801648	5446.46378	5380.83913	-5746.83249	20626.8501	11611.7835	-5770.54679	2946.01101	6196.35389	6196.35389	4567.6142	2437.71758	4492.00766	4492.00766	6621.69849	6621.69849	2508.43127	4700.73553	4700.73553	5251.35303	4494.36948	4494.36948	5402.12708	32.1900581
22.7744285	4785.47247	4739.95353	-5853.96707	16772.5158	8822.89171	-5860.57156	2624.60238	5364.98588	5364.98588	3985.57552	2164.05886	3903.03871	3903.03871	5745.23434	5745.23434	2301.62738	4113.92423	4113.92423	4614.42867	3910.59771	3910.59771	4701.19019	28.3959244
50.8263785	5478.98754	5472.1396	-5055.90856	21089.1199	11856.5941	-5228.67501	3025.22149	6098.79144	6098.79144	4623.05602	2471.76008	4456.17469	4456.17469	6569.85354	6569.85354	2682.11364	4690.19158	4690.19158	5272.91772	4450.39096	4450.39096	5371.83796	31.7774984
233.109692	3096.89393	3101.07616	-6586.85565	6842.62156	1782.70698	-6530.55072	1786.41814	3353.26622	3353.26622	2515.58724	1465.99511	2470.53049	2470.53049	3587.19372	3587.19372	1676.043	2666.51531	2666.51531	3006.24344	2489.95583	2489.95583	2984.07096	19.1990862
277.670183	2923.43166	2958.93625	-6538.11634	5867.15579	1094.23757	-6542.78398	1715.77556	3133.95487	3133.95487	2376.09623	1400.49365	2329.85502	2329.85502	3350.10395	3350.10395	1643.83596	2518.74848	2518.74848	2839.76337	2341.85605	2341.85605	2808.88417	18.2600027
306.673167	3590.36631	3669.98927	-5757.47311	10032.4249	4009.39465	-5931.56576	2097.77878	3837.10693	3837.10693	2987.88439	1697.71022	2872.67807	2872.67807	4144.07674	4144.07674	2014.92156	3077.99996	3077.99996	3469.03962	2862.27072	2862.27072	3467.29326	21.4652297
353.42472	2820.13829	2904.52708	-6284.2232	5382.00855	740.906	-6431.01007	1700.88105	2966.89385	2966.89385	2316.27007	1370.02972	2249.65378	2249.65378	3174.66815	3174.66815	1681.12453	2422.50413	2422.50413	2732.18243	2244.5041	2244.5041	2698.41565	17.5212477
388.117646	2825.86419	2936.05183	-6108.60527	5518.33153	832.277536	-6337.40366	1724.06789	2949.41344	2949.41344	2343.63206	1381.34727	2258.31979	2258.31979	3162.82541	3162.82541	1726.51763	2423.08595	2423.08595	2734.41797	2242.48055	2242.48055	2702.93423	17.4684738
420.432524	2751.3201	2878.21603	-6029.55818	5130.46622	558.943748	-6322.13473	1698.52867	2840.809	2840.809	2294.24614	1357.17057	2197.87492	2197.87492	3052.0651	3052.0651	1723.77668	2355.53512	2355.53512	2659.6588	2173.60763	2173.60763	2625.43529	17.0224755
449.591218	2667.54294	2806.02786	-5975.99685	4688.39049	249.0592	-6323.05682	1668.63019	2730.40392	2730.40392	2239.96	1332.5572	2132.32994	2132.32994	2936.84786	2936.84786	1711.12686	2282.50741	2282.50741	2576.37731	2103.25802	2103.25802	2539.38069	16.5414416
483.358593	2743.00432	2901.47928	-5741.27793	5221.83537	622.851849	-6179.58009	1725.88019	2783.37121	2783.37121	2326.32956	1376.76673	2195.94622	2195.94622	3008.86667	3008.86667	1785.79073	2343.49442	2343.49442	2643.89259	2152.44862	2152.44862	2610.13052	16.8390469
519.229477	2817.14537	2991.93091	-5513.53753	5745.17846	998.282433	-6040.04562	1780.93757	2838.6959	2838.6959	2413.13592	1424.05696	2262.24858	2262.24858	3081.89984	3081.89984	1855.02995	2405.28778	2405.28778	2709.257	2202.31355	2202.31355	2680.70894	17.1708046
522.6654	2401.49132	2559.2483	-5902.56661	3160.10833	-806.572437	-6369.0111	1551.69094	2387.01252	2387.01252	2032.7488	1239.22861	1927.13078	1927.13078	2570.22124	2570.22124	1642.15849	2058.78354	2058.78354	2309.55916	1874.90065	1874.90065	2266.8989	15.1164964
551.871264	2420.91459	2592.36481	-5764.29069	3318.97855	-674.645901	-6299.35384	1574.94785	2388.03514	2388.03514	2063.15519	1255.22997	1951.43052	1951.43052	2577.88144	2577.88144	1675.61622	2078.60497	2078.60497	2320.00029	1882.76251	1882.76251	2283.16904	15.1849394
598.595636	2647.18143	2851.84922	-5342.40901	4795.91012	391.235352	-6018.50092	1723.19353	2602.48419	2602.48419	2289.09484	1367.69269	2149.63096	2149.63096	2829.7148	2829.7148	1833.87876	2272.30748	2272.30748	2522.53934	2051.7177	2051.7177	2503.44873	16.2733666
823.208252	4710.57286	5103.25679	-2375.90075	18076.2863	9872.77389	-3867.15949	2984.12348	4677.27991	4677.27991	4325.24051	2375.32115	3898.00115	3898.00115	5271.3711	5271.3711	3114.91781	4017.05306	4017.05306	4438.03397	3638.31434	3638.31434	4543.824	26.5925701
678.371942	2931.74391	3173.82727	-4741.84334	6599.88165	1706.88152	-5614.80701	1922.47486	2850.70917	2850.70917	2580.98677	1518.50258	2400.31955	2400.31955	3133.02283	3133.02283	2042.0636	2516.38829	2516.38829	2767.14709	2256.77804	2256.77804	2771.45384	17.8526648
681.474172	2740.92456	2975.47577	-4901.52359	5403.42569	855.62706	-5744.76004	1825.70061	2638.66472	2638.66472	2407.56463	1431.29451	2249.60304	2249.60304	2890.83295	2890.83295	1943.31625	2356.12949	2356.12949	2579.47054	2106.70781	2106.70781	2576.11472	16.9835852
700.370938	2743.62833	2986.26697	-4795.51435	5432.0848	880.29027	-5670.87293	1847.36311	2624.9166	2624.9166	2421.37559	1437.82308	2263.14772	2263.14772	2882.15308	2882.15308	1961.89968	2362.7653	2362.7653	2575.10361	2106.81964	2106.81964	2571.40908	17.1420538
702.935451	2618.20054	2856.09607	-4886.31845	4638.3822	331.673622	-5736.95153	1788.59099	2485.91713	2485.91713	2305.4445	1383.79598	2167.36629	2167.36629	2724.73584	2724.73584	1899.09167	2263.13548	2263.13548	2453.07058	2012.63867	2012.63867	2443.14032	16.6520903
726.806052	2667.70492	2911.86126	-4736.88662	4940.14144	558.320284	-5610.11344	1835.73384	2516.2775	2516.2775	2360.04648	1417.01487	2218.4406	2218.4406	2771.70934	2771.70934	1944.89178	2309.17443	2309.17443	2493.13373	2049.84978	2049.84978	2483.14461	17.0977878
677.56795	2180.41457	2376.66655	-5436.09679	1777.96125	-1685.2212	-6121.10138	1538.11217	2019.25633	2019.25633	1877.1595	1184.18701	1801.28683	1801.28683	2191.96801	2191.96801	1643.71145	1896.73811	1896.73811	2039.17867	1676.5164	1676.5164	1995.95974	14.6788279
